"ID_DEVIS","DT_DEVIS","ID_CLIENT"
"DE008244","2024-06-26","GZ-1454582"
"DE008245","2023-08-16","AC-106601404"
"DE008246","2024-05-11","BD-1320103"
"DE008247","2023-02-07","RP-9390110"
"DE008248","2023-01-31","JP-1546048"
"DE008249","2023-06-10","MC-174257"
"DE008250","2023-09-23","SW-10455107"
"DE008251","2024-04-04","BE-1133558"
"DE008252","2024-02-27","SR-2074058"
"DE008253","2023-11-28","JE-1561045"
"DE008254","2024-01-22","KW-643538"
"DE008255","2024-07-23","JC-1610597"
"DE008256","2024-01-10","CS-12490139"
"DE008257","2023-02-28","SP-2062018"
"DE008258","2023-02-28","MH-1745558"
"DE008259","2023-02-20","JO-1528093"
"DE008260","2024-04-06","PS-876033"
"DE008261","2024-06-18","MH-1811545"
"DE008262","2024-02-17","CL-2700134"
"DE008263","2023-04-08","PH-1879031"
"DE008264","2023-03-07","RP-19270102"
"DE008265","2023-09-04","AA-106458"
"DE008266","2023-04-05","DK-309038"
"DE008267","2023-03-02","HD-147851402"
"DE008268","2024-04-27","CD-1198048"
"DE008269","2024-03-20","TC-10980105"
"DE008270","2023-02-24","JW-1607527"
"DE008271","2023-05-14","DL-1292518"
"DE008272","2024-03-25","DE-1325545"
"DE008273","2024-03-20","SD-204851402"
"DE008274","2024-07-03","FW-1439592"
"DE008275","2023-05-02","RH-960038"
"DE008276","2024-05-16","MH-762038"
"DE008277","2024-05-17","SJ-10125137"
"DE008278","2023-03-18","ML-7395137"
"DE008279","2023-02-26","KA-652549"
"DE008280","2023-12-02","NC-1834058"
"DE008281","2024-02-26","MR-754522"
"DE008282","2024-05-13","SF-1096560"
"DE008283","2023-07-04","PF-1922539"
"DE008284","2023-08-02","TM-214901402"
"DE008285","2023-09-28","CC-22203"
"DE008286","2023-11-30","EH-3990134"
"DE008287","2023-01-05","CS-124908"
"DE008288","2024-01-11","DC-1328545"
"DE008289","2023-08-23","DJ-13420144"
"DE008290","2023-05-18","RM-93754"
"DE008291","2024-06-22","AG-76595"
"DE008292","2023-07-20","AF-108701404"
"DE008293","2023-01-19","EK-137951402"
"DE008294","2023-10-29","MH-762068"
"DE008295","2024-03-09","KD-162701406"
"DE008296","2024-01-08","AG-30087"
"DE008297","2023-06-21","GM-146807"
"DE008298","2024-06-29","JL-158357"
"DE008299","2024-01-19","LD-1685593"
"DE008300","2023-04-12","EH-1418527"
"DE008301","2023-03-20","BC-1112555"
"DE008302","2023-11-26","RP-193901406"
"DE008303","2023-07-25","LD-700560"
"DE008304","2023-08-28","PS-1876059"
"DE008305","2023-02-04","JC-610595"
"DE008306","2023-09-20","DM-135251408"
"DE008307","2023-09-09","MG-1820582"
"DE008308","2023-10-08","TC-2129593"
"DE008309","2024-02-23","SV-2078551"
"DE008310","2023-10-06","BF-1121593"
"DE008311","2023-12-10","CC-1243051"
"DE008312","2024-01-19","SC-2023064"
"DE008313","2023-11-20","BE-1410110"
"DE008314","2023-03-11","KH-1669092"
"DE008315","2023-08-10","NG-1835582"
"DE008316","2023-07-15","DM-295523"
"DE008317","2023-04-22","SC-207251402"
"DE008318","2023-04-24","KE-164201408"
"DE008319","2024-01-04","MO-17950124"
"DE008320","2024-03-03","KM-1672027"
"DE008321","2024-04-20","JR-1567059"
"DE008322","2023-03-03","DH-136751406"
"DE008323","2023-04-19","TR-2132558"
"DE008324","2024-05-21","DE-3255134"
"DE008325","2023-03-23","BF-1097592"
"DE008326","2023-01-26","TD-2099527"
"DE008327","2024-04-09","SJ-205001402"
"DE008328","2023-09-29","TB-1152069"
"DE008329","2024-01-04","JG-531032"
"DE008330","2023-06-13","BT-113951404"
"DE008331","2024-01-31","CR-12625139"
"DE008332","2023-09-28","LS-1697548"
"DE008333","2023-09-03","TS-2137093"
"DE008334","2024-01-18","JO-1514566"
"DE008335","2023-03-13","DS-303038"
"DE008336","2023-12-26","BP-1118582"
"DE008337","2023-08-07","AW-1093051"
"DE008338","2023-09-05","EG-139001402"
"DE008339","2024-04-28","DG-133008"
"DE008340","2024-05-23","BF-1102045"
"DE008341","2024-01-10","FM-429069"
"DE008342","2023-06-25","BP-110951408"
"DE008343","2023-10-16","SJ-2050045"
"DE008344","2023-01-24","ML-182651404"
"DE008345","2023-11-26","HZ-149501408"
"DE008346","2024-04-17","NF-183851402"
"DE008347","2024-03-01","HE-1480031"
"DE008348","2023-05-03","BG-117407"
"DE008349","2023-02-04","GZ-14545130"
"DE008350","2023-02-16","MH-1778536"
"DE008351","2023-03-30","AY-1055548"
"DE008352","2023-11-16","DV-1304554"
"DE008353","2023-06-09","GH-1448545"
"DE008354","2024-07-07","KH-1663045"
"DE008355","2023-08-28","LW-6990142"
"DE008356","2023-07-04","DP-130007"
"DE008357","2023-07-14","HR-148307"
"DE008358","2023-11-16","LF-7185134"
"DE008359","2024-06-28","MC-1813045"
"DE008360","2024-03-07","CR-27303"
"DE008361","2024-06-21","BO-113501404"
"DE008362","2023-07-20","JS-1594055"
"DE008363","2023-06-13","DD-135701408"
"DE008364","2024-03-13","SO-2033582"
"DE008365","2023-07-09","CA-196568"
"DE008366","2024-05-15","BS-1159062"
"DE008367","2023-06-07","JP-1613582"
"DE008368","2024-07-22","VG-217901404"
"DE008369","2023-10-07","RA-1988548"
"DE008370","2023-01-25","SZ-200351404"
"DE008371","2023-05-01","AJ-1094591"
"DE008372","2023-05-26","GT-1471048"
"DE008373","2023-03-29","MC-1760564"
"DE008374","2023-01-13","BE-11410143"
"DE008375","2023-09-13","ES-1408027"
"DE008376","2023-11-29","JE-157151402"
"DE008377","2023-08-11","RF-19840120"
"DE008378","2023-10-08","AC-450110"
"DE008379","2023-08-24","TD-1099595"
"DE008380","2023-05-15","NW-184001402"
"DE008381","2023-01-06","RS-19870139"
"DE008382","2023-07-05","JW-152201406"
"DE008383","2024-01-17","BT-11440130"
"DE008384","2024-04-14","AS-1028582"
"DE008385","2023-01-12","LW-1721545"
"DE008386","2024-06-17","JP-552023"
"DE008387","2024-04-09","DS-1303091"
"DE008388","2024-05-21","SF-2020048"
"DE008389","2024-03-04","TC-2153526"
"DE008390","2023-09-21","NG-835523"
"DE008391","2023-09-23","PM-19135120"
"DE008392","2023-04-23","JD-1606091"
"DE008393","2024-02-07","JH-5430117"
"DE008394","2023-09-12","DK-1309036"
"DE008395","2023-04-22","JL-15175130"
"DE008396","2023-06-24","LF-17185102"
"DE008397","2024-03-26","KH-1633088"
"DE008398","2024-04-04","MC-7635110"
"DE008399","2023-03-10","MC-1763564"
"DE008400","2024-04-01","JH-159107"
"DE008401","2023-05-06","TB-1152069"
"DE008402","2024-03-19","TS-2143048"
"DE008403","2024-01-12","BF-1170108"
"DE008404","2023-08-13","KN-1639082"
"DE008405","2023-05-06","AH-1003027"
"DE008406","2024-02-12","AF-1087034"
"DE008407","2023-03-02","JC-157751402"
"DE008408","2023-05-15","CK-12760143"
"DE008409","2024-06-03","JC-1577559"
"DE008410","2024-04-13","RR-1931551"
"DE008411","2023-07-15","RS-987038"
"DE008412","2023-04-26","MC-17605139"
"DE008413","2023-05-06","PS-9045134"
"DE008414","2023-11-20","JL-585022"
"DE008415","2024-06-06","TS-2165551"
"DE008416","2023-12-21","SG-206051406"
"DE008417","2024-04-24","GM-1468059"
"DE008418","2024-01-30","DO-1364527"
"DE008419","2023-08-27","SC-207251404"
"DE008420","2023-07-22","HA-4920134"
"DE008421","2023-04-05","PC-187451406"
"DE008422","2023-08-22","BP-115576"
"DE008423","2024-02-05","BT-168038"
"DE008424","2023-06-12","AG-105251406"
"DE008425","2024-06-06","GK-146201406"
"DE008426","2023-10-22","SV-20785139"
"DE008427","2023-06-07","BG-169530"
"DE008428","2023-12-25","CA-2775117"
"DE008429","2023-06-10","SA-10830134"
"DE008430","2023-09-30","MW-18235144"
"DE008431","2024-03-14","RB-1979531"
"DE008432","2023-09-01","TP-2113026"
"DE008433","2023-12-24","HE-1480014"
"DE008434","2024-01-19","JM-5655103"
"DE008435","2024-02-25","RH-1960062"
"DE008436","2023-07-24","KN-16390120"
"DE008437","2024-06-06","SW-202757"
"DE008438","2024-06-29","MV-748520"
"DE008439","2023-03-11","NM-184451406"
"DE008440","2023-01-11","DK-315061"
"DE008441","2023-04-11","AG-1052582"
"DE008442","2023-02-08","BD-163595"
"DE008443","2023-08-27","MG-182051408"
"DE008444","2023-12-11","EB-137501402"
"DE008445","2023-04-15","JE-154757"
"DE008446","2023-08-07","AZ-10750124"
"DE008447","2023-08-31","KH-6360110"
"DE008448","2023-02-14","LW-1699048"
"DE008449","2023-02-14","MN-1793559"
"DE008450","2023-08-28","NC-1834059"
"DE008451","2024-06-13","LD-170055"
"DE008452","2023-12-26","JK-609095"
"DE008453","2023-05-28","DB-132701404"
"DE008454","2023-02-03","TH-112353"
"DE008455","2023-10-02","DL-1349558"
"DE008456","2024-03-14","JR-1621066"
"DE008457","2024-03-15","KH-1651092"
"DE008458","2024-05-05","BP-11230139"
"DE008459","2023-04-14","JO-555060"
"DE008460","2023-03-05","JH-158201402"
"DE008461","2024-03-04","JC-538574"
"DE008462","2023-04-14","BS-11800139"
"DE008463","2023-09-09","MD-1735045"
"DE008464","2024-02-17","RD-196601402"
"DE008465","2023-07-09","AG-10270139"
"DE008466","2024-04-22","CM-271561"
"DE008467","2023-08-22","SP-209201406"
"DE008468","2023-09-26","MC-7575110"
"DE008469","2023-05-09","NR-1855064"
"DE008470","2023-06-19","JS-1568536"
"DE008471","2023-02-04","JF-1556564"
"DE008472","2023-08-03","LE-1681064"
"DE008473","2023-06-29","CY-1274590"
"DE008474","2023-09-29","SD-1048563"
"DE008475","2023-11-16","RM-1975058"
"DE008476","2024-02-19","IG-508530"
"DE008477","2023-08-20","JW-1595566"
"DE008478","2023-07-03","JG-5805134"
"DE008479","2023-06-15","PC-18745144"
"DE008480","2023-11-21","HH-150107"
"DE008481","2023-06-08","TS-211608"
"DE008482","2023-08-12","NB-1865559"
"DE008483","2024-05-29","PG-1882097"
"DE008484","2023-03-06","EC-1405027"
"DE008485","2023-08-24","AG-67595"
"DE008486","2023-02-24","VS-218201402"
"DE008487","2023-01-07","NM-18520102"
"DE008488","2023-11-02","SM-200051402"
"DE008489","2023-03-09","HM-1486045"
"DE008490","2023-02-20","TC-2114545"
"DE008491","2024-02-28","RH-1955592"
"DE008492","2023-01-27","HM-1498014"
"DE008493","2023-03-29","TB-2159582"
"DE008494","2024-06-21","AG-109001406"
"DE008495","2023-09-07","MH-1744055"
"DE008496","2023-06-07","BT-116801402"
"DE008497","2024-07-04","JS-1568558"
"DE008498","2024-01-06","BS-1175537"
"DE008499","2023-04-26","KM-672060"
"DE008500","2023-05-24","RR-1952598"
"DE008501","2024-06-21","JL-15175139"
"DE008502","2023-12-16","BS-1175558"
"DE008503","2024-03-13","JD-160151404"
"DE008504","2024-07-21","DH-1367539"
"DE008505","2023-11-18","MH-1762082"
"DE008506","2024-05-30","DB-1327048"
"DE008507","2023-05-28","AW-1093064"
"DE008508","2024-04-06","LM-1706555"
"DE008509","2023-09-23","LO-171707"
"DE008510","2023-09-18","JG-1511558"
"DE008511","2023-07-06","KC-1625555"
"DE008512","2023-04-17","JB-1604558"
"DE008513","2024-02-07","BM-1114082"
"DE008514","2023-08-09","CJ-1187559"
"DE008515","2024-04-07","TN-2104027"
"DE008516","2024-07-23","JD-1615036"
"DE008517","2023-04-06","MB-1808534"
"DE008518","2024-03-12","CR-128201406"
"DE008519","2023-01-28","PG-188207"
"DE008520","2024-05-24","NR-185501402"
"DE008521","2023-08-28","KE-164205"
"DE008522","2023-06-08","JM-586595"
"DE008523","2023-12-06","AC-1045045"
"DE008524","2024-05-15","RR-1952559"
"DE008525","2023-01-05","MS-17770139"
"DE008526","2023-11-25","MV-1748582"
"DE008527","2024-03-15","KH-1636059"
"DE008528","2023-04-22","AH-12094"
"DE008529","2023-01-07","LS-1720018"
"DE008530","2023-03-30","GW-146051402"
"DE008531","2023-02-12","ML-73953"
"DE008532","2023-10-20","BC-111251402"
"DE008533","2023-02-19","KM-6375103"
"DE008534","2024-04-06","TB-215957"
"DE008535","2023-02-15","ML-17755139"
"DE008536","2023-06-15","GR-1456058"
"DE008537","2024-04-09","MG-7650117"
"DE008538","2023-10-12","MA-1756037"
"DE008539","2023-02-23","RB-193601406"
"DE008540","2023-02-15","LS-172007"
"DE008541","2024-06-26","NB-186557"
"DE008542","2023-12-27","BE-1335136"
"DE008543","2023-02-14","MT-178151406"
"DE008544","2023-09-01","MH-1811593"
"DE008545","2024-04-30","NS-8505117"
"DE008546","2023-07-04","TS-11655108"
"DE008547","2024-04-14","ST-1053038"
"DE008548","2023-05-25","ML-1775582"
"DE008549","2023-10-13","DL-128651406"
"DE008550","2024-04-24","CD-1198045"
"DE008551","2024-05-13","JS-1559548"
"DE008552","2023-02-05","MG-1787545"
"DE008553","2023-12-16","MC-1760551"
"DE008554","2024-06-13","DB-133608"
"DE008555","2024-04-08","VP-1173060"
"DE008556","2023-05-31","MF-176651404"
"DE008557","2023-06-03","JC-538574"
"DE008558","2023-01-13","EJ-13720102"
"DE008559","2023-10-15","DO-1343539"
"DE008560","2024-04-26","JF-1541545"
"DE008561","2023-02-23","TB-21400130"
"DE008562","2023-05-29","EH-394523"
"DE008563","2023-07-23","JE-1561039"
"DE008564","2023-03-02","PH-8790107"
"DE008565","2023-05-15","EH-4005108"
"DE008566","2023-06-21","AC-450110"
"DE008567","2023-12-25","SC-10770134"
"DE008568","2024-02-25","TZ-1144523"
"DE008569","2023-05-16","LA-1678088"
"DE008570","2023-10-05","MD-1735016"
"DE008571","2023-05-15","PJ-190151406"
"DE008572","2023-06-25","JW-1522045"
"DE008573","2024-03-14","PO-18850120"
"DE008574","2023-05-21","DP-1300088"
"DE008575","2023-06-21","BD-162061"
"DE008576","2024-03-29","PB-191501406"
"DE008577","2023-01-30","JH-618061"
"DE008578","2024-05-27","TS-214307"
"DE008579","2023-11-12","TS-2150564"
"DE008580","2024-03-11","AH-1003019"
"DE008581","2023-06-27","SP-2062097"
"DE008582","2024-01-14","JE-1574536"
"DE008583","2023-01-16","DG-330095"
"DE008584","2023-12-07","MP-1817536"
"DE008585","2023-09-08","JJ-157608"
"DE008586","2023-09-09","TB-2119058"
"DE008587","2024-03-22","CB-125351408"
"DE008588","2024-05-22","AW-1093064"
"DE008589","2023-12-03","BE-1133582"
"DE008590","2024-06-22","TS-2143051"
"DE008591","2023-10-27","MT-1807045"
"DE008592","2024-01-03","BN-115151406"
"DE008593","2024-01-17","DK-130908"
"DE008594","2023-11-03","AB-10532"
"DE008595","2023-04-05","RK-1930039"
"DE008596","2024-04-23","CJ-1201091"
"DE008597","2024-01-07","HJ-1487527"
"DE008598","2023-11-03","DW-1354031"
"DE008599","2023-09-23","JL-1523548"
"DE008600","2023-06-17","MS-1783045"
"DE008601","2023-08-01","BT-130513"
"DE008602","2024-07-10","SA-208301408"
"DE008603","2024-04-30","ES-402069"
"DE008604","2023-09-14","AG-6758"
"DE008605","2023-11-24","DK-298595"
"DE008606","2024-03-10","GH-1442591"
"DE008607","2024-03-02","BP-11230144"
"DE008608","2023-12-11","SH-1997582"
"DE008609","2023-11-06","MH-1729028"
"DE008610","2024-02-04","EM-396095"
"DE008611","2023-09-26","SG-2008082"
"DE008612","2024-02-14","TB-2140048"
"DE008613","2023-10-08","SB-20185139"
"DE008614","2023-10-05","BP-1118559"
"DE008615","2024-06-05","MF-18250139"
"DE008616","2024-03-16","TB-215958"
"DE008617","2023-12-21","DK-130908"
"DE008618","2024-04-12","BN-114701402"
"DE008619","2023-09-07","SF-20965139"
"DE008620","2023-12-27","KM-6225134"
"DE008621","2023-11-11","DW-134808"
"DE008622","2024-02-27","BD-117701404"
"DE008623","2024-07-22","PC-1874582"
"DE008624","2024-01-09","MP-1796582"
"DE008625","2023-07-12","CG-1204018"
"DE008626","2023-01-15","TA-11385134"
"DE008627","2023-10-27","FW-439575"
"DE008628","2023-08-17","CM-2445111"
"DE008629","2024-01-21","IG-150858"
"DE008630","2023-07-23","LW-1682514"
"DE008631","2024-01-07","MB-17305144"
"DE008632","2024-07-01","NK-1849098"
"DE008633","2023-11-15","TH-21550130"
"DE008634","2023-08-08","EC-1405058"
"DE008635","2023-05-08","EH-1412555"
"DE008636","2024-05-27","LD-16855132"
"DE008637","2024-06-09","NC-1841528"
"DE008638","2023-09-05","ES-4080117"
"DE008639","2024-05-16","MG-1814578"
"DE008640","2023-05-01","LS-172451402"
"DE008641","2023-08-16","CM-271595"
"DE008642","2024-03-13","TP-214151406"
"DE008643","2023-03-23","JH-5985117"
"DE008644","2023-09-14","RH-19555120"
"DE008645","2023-07-12","AR-1034559"
"DE008646","2024-03-18","HD-14785120"
"DE008647","2024-01-31","AS-102858"
"DE008648","2024-04-04","DB-1355598"
"DE008649","2023-10-20","DM-1295592"
"DE008650","2024-02-25","SS-208751406"
"DE008651","2024-06-28","DM-1295548"
"DE008652","2023-02-03","EM-1414028"
"DE008653","2023-02-22","SD-1048563"
"DE008654","2023-06-23","CR-1262582"
"DE008655","2023-04-20","AH-100308"
"DE008656","2023-06-12","SK-1999082"
"DE008657","2023-10-18","CC-1222055"
"DE008658","2023-05-20","ML-775586"
"DE008659","2024-05-25","PC-8745137"
"DE008660","2024-05-23","EM-1406548"
"DE008661","2024-03-11","DB-13270101"
"DE008662","2024-06-27","MK-181601404"
"DE008663","2023-04-10","EB-14110139"
"DE008664","2024-07-02","RB-197951408"
"DE008665","2023-05-31","CD-1198036"
"DE008666","2023-05-21","CA-1226592"
"DE008667","2024-07-23","BG-103575"
"DE008668","2023-09-07","SS-2014059"
"DE008669","2024-06-14","DS-3180134"
"DE008670","2024-02-18","HJ-1487578"
"DE008671","2024-02-16","LB-1679588"
"DE008672","2024-04-19","DM-1295518"
"DE008673","2023-07-09","MH-762023"
"DE008674","2023-08-22","SW-1075549"
"DE008675","2023-01-16","TH-211157"
"DE008676","2023-06-26","PN-187751404"
"DE008677","2023-07-27","MS-1736518"
"DE008678","2023-03-04","TP-1156515"
"DE008679","2023-09-09","KL-16555144"
"DE008680","2023-08-04","AS-10045134"
"DE008681","2024-07-04","PW-1924036"
"DE008682","2023-03-27","TP-2113039"
"DE008683","2023-04-21","TP-1141595"
"DE008684","2023-07-09","SD-2048531"
"DE008685","2023-03-11","JM-56554"
"DE008686","2024-04-28","MP-1747093"
"DE008687","2023-10-11","NP-8325122"
"DE008688","2024-01-03","PS-1876018"
"DE008689","2024-01-07","SW-1075549"
"DE008690","2023-10-01","FH-1436559"
"DE008691","2024-07-11","EB-138701402"
"DE008692","2024-02-01","BF-1020134"
"DE008693","2024-06-24","AJ-109455"
"DE008694","2024-01-16","BT-130549"
"DE008695","2023-08-03","AG-10675102"
"DE008696","2024-01-16","MA-17560124"
"DE008697","2023-02-13","CL-1256526"
"DE008698","2024-01-16","MF-8250135"
"DE008699","2023-07-20","JP-1546048"
"DE008700","2023-09-03","JF-5565134"
"DE008701","2024-01-22","AH-1021055"
"DE008702","2023-12-23","DF-1313592"
"DE008703","2023-05-23","LC-693086"
"DE008704","2023-05-07","EB-141707"
"DE008705","2023-01-02","MK-1790588"
"DE008706","2023-10-31","BH-1171051"
"DE008707","2024-04-20","HM-14860118"
"DE008708","2023-07-01","FM-14215120"
"DE008709","2024-04-18","EB-1397558"
"DE008710","2023-08-04","SF-2006514"
"DE008711","2023-05-13","BP-1115531"
"DE008712","2024-01-21","BD-116201408"
"DE008713","2023-06-15","MK-17905120"
"DE008714","2023-11-06","HG-1502597"
"DE008715","2023-10-07","BT-1148518"
"DE008716","2024-05-16","CM-1238562"
"DE008717","2023-02-03","GH-4665136"
"DE008718","2024-04-24","GZ-1454545"
"DE008719","2023-07-18","TS-2137045"
"DE008720","2023-02-12","AS-1028527"
"DE008721","2023-05-10","SN-207107"
"DE008722","2023-06-18","MS-178301402"
"DE008723","2023-08-18","BD-1725103"
"DE008724","2024-01-24","KT-1648092"
"DE008725","2024-02-04","PB-191051406"
"DE008726","2023-05-21","CM-1238551"
"DE008727","2023-08-04","CC-1237059"
"DE008728","2023-12-24","LA-67808"
"DE008729","2023-12-26","TZ-2158082"
"DE008730","2024-04-19","RR-193151402"
"DE008731","2024-04-27","CS-118457"
"DE008732","2023-02-15","CK-125951404"
"DE008733","2023-05-26","KC-667561"
"DE008734","2023-12-27","TR-2132518"
"DE008735","2023-08-09","PT-190908"
"DE008736","2024-02-27","AA-1048045"
"DE008737","2023-11-09","LC-1696082"
"DE008738","2024-02-12","HR-1477045"
"DE008739","2024-06-21","TS-216558"
"DE008740","2023-09-01","AF-10870144"
"DE008741","2023-04-09","CR-1282011"
"DE008742","2024-07-22","AA-1031582"
"DE008743","2023-01-02","SC-2023058"
"DE008744","2023-01-16","SG-2060566"
"DE008745","2024-01-15","PB-19210127"
"DE008746","2024-04-02","LH-715519"
"DE008747","2024-06-22","MC-757595"
"DE008748","2023-09-13","AH-100751404"
"DE008749","2023-12-04","LT-171101404"
"DE008750","2023-06-29","BM-1114055"
"DE008751","2023-11-04","NW-1840098"
"DE008752","2023-01-01","CK-2760117"
"DE008753","2024-01-15","AB-100607"
"DE008754","2023-01-03","LS-1720058"
"DE008755","2023-09-07","LD-1685545"
"DE008756","2023-12-20","MP-17965102"
"DE008757","2023-01-28","SV-10365110"
"DE008758","2024-05-01","HL-15040120"
"DE008759","2024-02-26","BN-11470130"
"DE008760","2024-02-01","PJ-1883527"
"DE008761","2023-05-18","CS-1195034"
"DE008762","2023-05-18","VW-217757"
"DE008763","2024-02-29","MH-1811593"
"DE008764","2023-06-04","RD-1966082"
"DE008765","2023-07-04","NM-844538"
"DE008766","2023-12-31","JM-1525082"
"DE008767","2023-05-30","KB-165851408"
"DE008768","2023-09-09","TT-210707"
"DE008769","2024-05-13","DH-367561"
"DE008770","2023-05-02","BF-1100558"
"DE008771","2023-05-03","PB-1910518"
"DE008772","2024-02-19","LR-1703555"
"DE008773","2023-08-18","GH-144101406"
"DE008774","2023-02-05","CM-211538"
"DE008775","2023-06-27","BO-1142558"
"DE008776","2023-07-20","CA-23109"
"DE008777","2023-05-21","JW-1522064"
"DE008778","2023-09-18","RS-1987058"
"DE008779","2023-01-05","AB-1006075"
"DE008780","2023-08-11","CW-119057"
"DE008781","2023-09-25","MF-176651404"
"DE008782","2024-02-06","BM-157587"
"DE008783","2023-09-23","RF-193451404"
"DE008784","2024-01-17","JG-5115111"
"DE008785","2023-06-05","AR-105401406"
"DE008786","2023-11-24","RH-9510108"
"DE008787","2024-06-07","PC-19000102"
"DE008788","2024-03-01","TS-1143094"
"DE008789","2023-10-02","BN-1147059"
"DE008790","2023-12-01","SP-10620134"
"DE008791","2024-03-28","KH-633095"
"DE008792","2023-12-15","TZ-2158093"
"DE008793","2024-07-08","MM-179201402"
"DE008794","2024-02-12","PO-1885045"
"DE008795","2024-01-24","LA-6780108"
"DE008796","2024-05-08","BF-1117051"
"DE008797","2023-01-14","VW-2177592"
"DE008798","2023-06-02","CM-183033"
"DE008799","2023-02-28","TN-21040139"
"DE008800","2023-08-11","CR-1282048"
"DE008801","2023-11-12","CC-214561"
"DE008802","2023-12-28","AB-600103"
"DE008803","2023-07-26","JO-514532"
"DE008804","2023-03-21","BT-144033"
"DE008805","2023-03-05","RB-19435143"
"DE008806","2024-03-08","AR-105107"
"DE008807","2023-05-09","MF-176651408"
"DE008808","2023-03-16","DK-13090102"
"DE008809","2023-01-12","MG-1768011"
"DE008810","2024-01-23","MY-182951406"
"DE008811","2023-05-25","TW-1102549"
"DE008812","2023-07-20","PB-191057"
"DE008813","2024-03-08","JD-160151406"
"DE008814","2023-09-15","PT-190908"
"DE008815","2024-04-30","SC-200501408"
"DE008816","2024-05-23","AH-10210139"
"DE008817","2023-05-20","AP-91583"
"DE008818","2024-06-24","TB-1152069"
"DE008819","2023-03-17","JE-157451402"
"DE008820","2024-02-27","AB-10165139"
"DE008821","2023-12-03","RB-957032"
"DE008822","2024-04-02","BO-114257"
"DE008823","2024-03-05","NP-870060"
"DE008824","2023-12-18","SE-201108"
"DE008825","2024-02-27","EH-13945139"
"DE008826","2023-09-19","NC-1862591"
"DE008827","2024-07-03","RD-1966066"
"DE008828","2024-07-23","JD-161501402"
"DE008829","2023-06-15","EA-1403536"
"DE008830","2023-02-18","GH-144251404"
"DE008831","2023-10-01","BT-1395108"
"DE008832","2023-02-28","CS-124007"
"DE008833","2024-04-13","ML-826513"
"DE008834","2024-06-24","LS-17230120"
"DE008835","2024-06-12","BW-120086"
"DE008836","2024-06-27","JL-1550591"
"DE008837","2023-11-25","HM-486049"
"DE008838","2023-12-27","JF-1519026"
"DE008839","2023-12-26","SN-1071095"
"DE008840","2024-05-05","EB-1384082"
"DE008841","2023-12-07","HG-496523"
"DE008842","2024-06-20","AY-1055527"
"DE008843","2023-10-25","TS-2161031"
"DE008844","2023-06-13","RC-198257"
"DE008845","2024-04-28","BP-1118559"
"DE008846","2023-03-13","NM-18520102"
"DE008847","2024-01-11","SS-208751404"
"DE008848","2023-02-19","BP-1129051"
"DE008849","2023-11-03","AF-108701404"
"DE008850","2023-04-30","KB-1624027"
"DE008851","2023-06-11","CH-207095"
"DE008852","2023-04-04","RA-192851402"
"DE008853","2024-04-18","RP-19270102"
"DE008854","2024-06-29","DP-3390117"
"DE008855","2023-03-30","MD-1786098"
"DE008856","2023-04-19","ME-732017"
"DE008857","2023-08-31","DC-2850103"
"DE008858","2024-07-16","MG-7650117"
"DE008859","2024-05-30","BS-1166593"
"DE008860","2024-03-07","YS-11880117"
"DE008861","2024-01-07","JF-1541559"
"DE008862","2023-01-25","BM-11650124"
"DE008863","2024-04-02","MV-1819051"
"DE008864","2023-07-20","RB-1979548"
"DE008865","2023-02-26","DP-13165139"
"DE008866","2024-05-09","MD-17350139"
"DE008867","2023-05-10","IG-5085146"
"DE008868","2023-01-01","BD-117251408"
"DE008869","2023-07-31","RC-9960146"
"DE008870","2023-02-22","DJ-1342048"
"DE008871","2024-06-06","FM-142907"
"DE008872","2023-12-18","JK-532595"
"DE008873","2023-06-01","CC-126857"
"DE008874","2024-06-23","LH-1690027"
"DE008875","2023-04-26","CL-118907"
"DE008876","2023-12-07","SP-1054586"
"DE008877","2023-01-12","MC-1763564"
"DE008878","2023-08-17","HJ-4875110"
"DE008879","2023-08-01","CA-1226527"
"DE008880","2023-05-04","MG-17890130"
"DE008881","2023-10-30","EP-1391559"
"DE008882","2023-08-19","LC-17050143"
"DE008883","2023-02-06","TB-1117575"
"DE008884","2023-01-04","TZ-2158082"
"DE008885","2023-05-23","MC-727538"
"DE008886","2024-07-09","RD-990038"
"DE008887","2023-04-17","HZ-4950134"
"DE008888","2023-09-29","BP-1050134"
"DE008889","2023-09-21","SA-2083036"
"DE008890","2023-10-02","FM-1438036"
"DE008891","2023-01-14","JD-6015134"
"DE008892","2024-06-01","DC-285023"
"DE008893","2023-10-30","CC-1255045"
"DE008894","2024-04-06","DJ-1363098"
"DE008895","2024-04-24","SS-205901402"
"DE008896","2023-12-07","NM-844587"
"DE008897","2023-02-02","LS-17245120"
"DE008898","2023-12-18","DP-1316592"
"DE008899","2023-08-01","MM-828061"
"DE008900","2023-08-02","TP-21565139"
"DE008901","2023-03-18","RR-1952555"
"DE008902","2023-01-02","KB-660038"
"DE008903","2023-07-10","RS-987017"
"DE008904","2023-04-03","MM-1828051"
"DE008905","2024-03-09","SR-2042566"
"DE008906","2024-06-13","EB-3975110"
"DE008907","2023-01-28","CD-1279045"
"DE008908","2023-11-17","RM-9375134"
"DE008909","2024-02-11","ML-1739545"
"DE008910","2024-07-14","CS-1186055"
"DE008911","2023-09-11","MP-1796528"
"DE008912","2024-05-27","CY-1274527"
"DE008913","2023-11-14","CB-1253539"
