"ID_REGLEMENT","ID_FACTURE","NB_MONTANT_REGLEMENT"
"RGLT11289","FA007556","8500.8"
"RGLT11290","FA011814","45592.8"
"RGLT11291","FA014928","19989.2"
"RGLT11292","FA000823","56039.55"
"RGLT11293","FA024997","31315.9"
"RGLT11294","FA019925","22396.5"
"RGLT11295","FA007534","8166"
"RGLT11296","FA006165","2114"
"RGLT11297","FA007414","50500.4"
"RGLT11298","FA012849","126288.45"
"RGLT11299","FA002786","87789.5"
"RGLT11300","FA005060","151792.8"
"RGLT11301","FA016498","20730.6"
"RGLT11302","FA016069","89533.2"
"RGLT11303","FA003631","6722.4"
"RGLT11304","FA016470","55426.35"
"RGLT11305","FA002765","46182"
"RGLT11306","FA021840","61121.4"
"RGLT11307","FA024840","14068.8"
"RGLT11308","FA016653","93918"
"RGLT11309","FA022244","25262.4"
"RGLT11310","FA022649","38909.2"
"RGLT11311","FA017781","27990.6"
"RGLT11312","FA023822","109851.6"
"RGLT11313","FA012099","112457.65"
"RGLT11314","FA023455","21983.5"
"RGLT11315","FA000035","45403.35"
"RGLT11316","FA001878","55004.4"
"RGLT11317","FA003490","129806.8"
"RGLT11318","FA004289","121228.5"
"RGLT11319","FA004372","86754.9"
"RGLT11320","FA008078","34748"
"RGLT11321","FA025221","58560"
"RGLT11322","FA008128","43620"
"RGLT11323","FA008083","22277.4"
"RGLT11324","FA010998","12216"
"RGLT11325","FA014598","72980.6"
"RGLT11326","FA000934","152547"
"RGLT11327","FA021493","2258"
"RGLT11328","FA014452","107506.8"
"RGLT11329","FA023074","104491.5"
"RGLT11330","FA012670","233345.7"
"RGLT11331","FA015499","51248.25"
"RGLT11332","FA020126","36436.4"
"RGLT11333","FA001160","79073.5"
"RGLT11334","FA003885","93106.5"
"RGLT11335","FA000838","128440"
"RGLT11336","FA022717","90100.8"
"RGLT11337","FA013065","93511.5"
"RGLT11338","FA018480","53306.4"
"RGLT11339","FA006592","27351.6"
"RGLT11340","FA018547","120580.8"
"RGLT11341","FA021587","17842"
"RGLT11342","FA002205","21730.8"
"RGLT11343","FA012978","19620"
"RGLT11344","FA000418","117546.3"
"RGLT11345","FA018377","31222.8"
"RGLT11346","FA001808","57189.6"
"RGLT11347","FA024047","49688"
"RGLT11348","FA010718","914.55"
"RGLT11349","FA001747","53930.8"
"RGLT11350","FA011322","100090.8"
"RGLT11351","FA024144","53388.5"
"RGLT11352","FA016438","10498.95"
"RGLT11353","FA004227","1728"
"RGLT11354","FA012194","99413.1"
"RGLT11355","FA019068","50331.1"
"RGLT11356","FA007459","8767.2"
"RGLT11357","FA012662","4592"
"RGLT11358","FA014599","20664"
"RGLT11359","FA003647","78820.1"
"RGLT11360","FA010032","29030.1"
"RGLT11361","FA001139","81958.5"
"RGLT11362","FA001734","106500.95"
"RGLT11363","FA000135","85195.1"
"RGLT11364","FA018428","112574.8"
"RGLT11365","FA004181","48535.2"
"RGLT11366","FA003806","88507.2"
"RGLT11367","FA011770","41665.05"
"RGLT11368","FA025311","114505.2"
"RGLT11369","FA022031","84076.2"
"RGLT11370","FA019961","82152"
"RGLT11371","FA004313","42878"
"RGLT11372","FA001342","51265.2"
"RGLT11373","FA008608","85265"
"RGLT11374","FA006237","46204.8"
"RGLT11375","FA011996","249291.2"
"RGLT11376","FA013506","60602.1"
"RGLT11377","FA024633","8052"
"RGLT11378","FA023644","51414"
"RGLT11379","FA012562","16934.5"
"RGLT11380","FA017112","102482.9"
"RGLT11381","FA010982","45108.15"
"RGLT11382","FA008045","116178.4"
"RGLT11383","FA021736","22444.8"
"RGLT11384","FA014764","53090.1"
"RGLT11385","FA004343","58690.8"
"RGLT11386","FA023857","25756.05"
"RGLT11387","FA001416","19584.8"
"RGLT11388","FA017429","90486"
"RGLT11389","FA001833","7018"
"RGLT11390","FA021267","48405.4"
"RGLT11391","FA002970","131461.6"
"RGLT11392","FA012864","13406.4"
"RGLT11393","FA022255","19638"
"RGLT11394","FA014739","163972.5"
"RGLT11395","FA005606","8608"
"RGLT11396","FA001964","44989.35"
"RGLT11397","FA023124","84039.45"
"RGLT11398","FA024283","21655.8"
"RGLT11399","FA000434","82240"
"RGLT11400","FA015797","59494.05"
"RGLT11401","FA020211","16780"
"RGLT11402","FA013955","42693"
"RGLT11403","FA004648","42072"
"RGLT11404","FA017417","98664"
"RGLT11405","FA009506","80456"
"RGLT11406","FA013027","28028"
"RGLT11407","FA002129","34473.6"
"RGLT11408","FA012627","7855.2"
"RGLT11409","FA007200","49672.35"
"RGLT11410","FA025317","79965.35"
"RGLT11411","FA020884","64154.75"
"RGLT11412","FA022967","32438.4"
"RGLT11413","FA020117","47264.8"
"RGLT11414","FA025431","121642"
"RGLT11415","FA020393","32679.6"
"RGLT11416","FA009368","142505.25"
"RGLT11417","FA007349","48235"
"RGLT11418","FA014480","44701.8"
"RGLT11419","FA010789","98816.15"
"RGLT11420","FA021265","103002.6"
"RGLT11421","FA011921","2742.3"
"RGLT11422","FA011691","33575.85"
"RGLT11423","FA012143","29143.4"
"RGLT11424","FA003938","45727"
"RGLT11425","FA004209","102555.6"
"RGLT11426","FA016329","28509.3"
"RGLT11427","FA019587","166191.6"
"RGLT11428","FA013069","132552.15"
"RGLT11429","FA019406","107856"
"RGLT11430","FA004325","1458.6"
"RGLT11431","FA009887","17570"
"RGLT11432","FA019605","76298.2"
"RGLT11433","FA010171","96300"
"RGLT11434","FA008568","50418"
"RGLT11435","FA017868","8346"
"RGLT11436","FA009272","29509.35"
"RGLT11437","FA000406","72794.4"
"RGLT11438","FA004470","3555.3"
"RGLT11439","FA009426","16216.2"
"RGLT11440","FA007102","26565.4"
"RGLT11441","FA010631","26592"
"RGLT11442","FA002143","159222.7"
"RGLT11443","FA016171","49436"
"RGLT11444","FA016193","38096.1"
"RGLT11445","FA019233","42432"
"RGLT11446","FA015801","15064"
"RGLT11447","FA003729","58405.2"
"RGLT11448","FA007206","10054.8"
"RGLT11449","FA023952","30558"
"RGLT11450","FA004560","19856"
"RGLT11451","FA004189","86827.4"
"RGLT11452","FA011364","273100.1"
"RGLT11453","FA000593","131170.3"
"RGLT11454","FA004016","30862.65"
"RGLT11455","FA018445","104776.65"
"RGLT11456","FA013918","12550"
"RGLT11457","FA017705","224413.15"
"RGLT11458","FA022475","293119.7"
"RGLT11459","FA007184","192264.4"
"RGLT11460","FA017710","40378.8"
"RGLT11461","FA015886","74382"
"RGLT11462","FA007423","51705.6"
"RGLT11463","FA019938","98595"
"RGLT11464","FA009333","48498.4"
"RGLT11465","FA002068","21315"
"RGLT11466","FA012111","54544"
"RGLT11467","FA019857","42765.4"
"RGLT11468","FA006847","64516.2"
"RGLT11469","FA016567","91786.2"
"RGLT11470","FA018638","118221.3"
"RGLT11471","FA022188","65724"
"RGLT11472","FA000853","155083.2"
"RGLT11473","FA009639","109308.95"
"RGLT11474","FA007061","25262.4"
"RGLT11475","FA019737","79800"
"RGLT11476","FA022946","47131.2"
"RGLT11477","FA009316","56005.95"
"RGLT11478","FA020004","4845.5"
"RGLT11479","FA002542","49665"
"RGLT11480","FA014592","45174.4"
"RGLT11481","FA010873","61837.7"
"RGLT11482","FA011609","256897.35"
"RGLT11483","FA025181","34196.8"
"RGLT11484","FA019512","55590"
"RGLT11485","FA003950","205725.6"
"RGLT11486","FA014503","83728.8"
"RGLT11487","FA006433","58850.4"
"RGLT11488","FA007817","24245.1"
"RGLT11489","FA011777","48592.65"
"RGLT11490","FA014092","1353.6"
"RGLT11491","FA011351","158580.9"
"RGLT11492","FA016766","21862.5"
"RGLT11493","FA019649","16008"
"RGLT11494","FA013956","138896.8"
"RGLT11495","FA022843","13774.95"
"RGLT11496","FA014377","62669.2"
"RGLT11497","FA008322","36737"
"RGLT11498","FA025214","10357.2"
"RGLT11499","FA012280","92947.55"
"RGLT11500","FA016860","102587.1"
"RGLT11501","FA005906","87372.9"
"RGLT11502","FA000628","33134.2"
"RGLT11503","FA001926","100008"
"RGLT11504","FA001244","52819.2"
"RGLT11505","FA018534","46318.8"
"RGLT11506","FA010802","165497.7"
"RGLT11507","FA006192","43511.6"
"RGLT11508","FA010977","51710.4"
"RGLT11509","FA014987","54116.4"
"RGLT11510","FA013785","48800"
"RGLT11511","FA024868","62690.8"
"RGLT11512","FA004124","66926"
"RGLT11513","FA003548","146903.5"
"RGLT11514","FA014615","91381.95"
"RGLT11515","FA010755","38230"
"RGLT11516","FA022333","121481"
"RGLT11517","FA003657","22621.2"
"RGLT11518","FA005380","119754"
"RGLT11519","FA020220","72541.95"
"RGLT11520","FA015901","33452.8"
"RGLT11521","FA011848","110131"
"RGLT11522","FA000990","11517"
"RGLT11523","FA010225","81610.2"
"RGLT11524","FA024322","63670.1"
"RGLT11525","FA013523","109592.8"
"RGLT11526","FA013613","46478.9"
"RGLT11527","FA014926","47446.8"
"RGLT11528","FA005208","87104.4"
"RGLT11529","FA020426","62713.2"
"RGLT11530","FA005628","48417.6"
"RGLT11531","FA004623","152864.8"
"RGLT11532","FA000376","39943.8"
"RGLT11533","FA002680","218695.4"
"RGLT11534","FA016474","20592"
"RGLT11535","FA022148","77202"
"RGLT11536","FA007888","121114.8"
"RGLT11537","FA007749","8709.75"
"RGLT11538","FA003330","21440"
"RGLT11539","FA015315","14942.4"
"RGLT11540","FA004611","73248.7"
"RGLT11541","FA013724","49476"
"RGLT11542","FA016919","51609.25"
"RGLT11543","FA017323","39276"
"RGLT11544","FA017144","53200.2"
"RGLT11545","FA000016","88687.3"
"RGLT11546","FA005862","9328"
"RGLT11547","FA004597","163420"
"RGLT11548","FA012072","77257.2"
"RGLT11549","FA006035","113184.6"
"RGLT11550","FA016964","119899.2"
"RGLT11551","FA017687","10167.3"
"RGLT11552","FA019041","102569.15"
"RGLT11553","FA014582","62001.25"
"RGLT11554","FA022189","28538.4"
"RGLT11555","FA018970","309087"
"RGLT11556","FA023701","106407.4"
"RGLT11557","FA012800","72154.5"
"RGLT11558","FA000002","51555.6"
"RGLT11559","FA010440","23704.2"
"RGLT11560","FA017574","94779.85"
"RGLT11561","FA011326","1358.4"
"RGLT11562","FA024938","87732"
"RGLT11563","FA011265","229403"
"RGLT11564","FA025454","22937.25"
"RGLT11565","FA023788","8520"
"RGLT11566","FA018742","115964"
"RGLT11567","FA000914","31878"
"RGLT11568","FA009747","108865.8"
"RGLT11569","FA022042","92549.85"
"RGLT11570","FA018693","23430"
"RGLT11571","FA011117","35066"
"RGLT11572","FA006554","40794"
"RGLT11573","FA009608","162552.9"
"RGLT11574","FA023804","1742"
"RGLT11575","FA004011","31573.2"
"RGLT11576","FA006096","66816"
"RGLT11577","FA022427","81849.6"
"RGLT11578","FA013351","7078"
"RGLT11579","FA024420","175211.2"
"RGLT11580","FA002164","39596.6"
"RGLT11581","FA021936","44016"
"RGLT11582","FA001507","8770"
"RGLT11583","FA024114","14414.4"
"RGLT11584","FA010454","132129.6"
"RGLT11585","FA010249","21530.25"
"RGLT11586","FA012567","82649.7"
"RGLT11587","FA020040","87543.1"
"RGLT11588","FA005050","138243"
"RGLT11589","FA025152","30250.8"
"RGLT11590","FA003228","182864"
"RGLT11591","FA022437","23377.2"
"RGLT11592","FA011050","42353.4"
"RGLT11593","FA018116","18644.85"
"RGLT11594","FA006597","20646.15"
"RGLT11595","FA010051","130551.6"
"RGLT11596","FA019351","65553.6"
"RGLT11597","FA006084","71414.1"
"RGLT11598","FA014320","45342"
"RGLT11599","FA006799","25320"
"RGLT11600","FA011481","58510.35"
"RGLT11601","FA023654","69014.25"
"RGLT11602","FA001891","24796.2"
"RGLT11603","FA003472","20372"
"RGLT11604","FA012855","81097.6"
"RGLT11605","FA020541","1956.15"
"RGLT11606","FA012306","9128.7"
"RGLT11607","FA003903","23931.1"
"RGLT11608","FA024159","126053.4"
"RGLT11609","FA019556","12044"
"RGLT11610","FA007296","119378.6"
"RGLT11611","FA020183","2037.2"
"RGLT11612","FA005248","187133.1"
"RGLT11613","FA017246","80123.8"
"RGLT11614","FA001490","126273.6"
"RGLT11615","FA022748","3438.75"
"RGLT11616","FA011123","46279.2"
"RGLT11617","FA019448","13916"
"RGLT11618","FA023926","224807.7"
"RGLT11619","FA009311","46984"
"RGLT11620","FA021620","84439.8"
"RGLT11621","FA007157","54869.9"
"RGLT11622","FA021023","11502.6"
"RGLT11623","FA009071","67303.95"
"RGLT11624","FA000350","5605.6"
"RGLT11625","FA016224","6964.65"
"RGLT11626","FA010056","104160"
"RGLT11627","FA011124","24890.4"
"RGLT11628","FA006108","93781.5"
"RGLT11629","FA010639","72422.4"
"RGLT11630","FA013985","159023.55"
"RGLT11631","FA006915","11944"
"RGLT11632","FA012526","20010"
"RGLT11633","FA007265","12885.2"
"RGLT11634","FA006633","3820.95"
"RGLT11635","FA000850","126025"
"RGLT11636","FA019020","78621"
"RGLT11637","FA007902","69123.6"
"RGLT11638","FA001779","4741.2"
"RGLT11639","FA013366","14784"
"RGLT11640","FA014030","58588.2"
"RGLT11641","FA011989","98301.4"
"RGLT11642","FA012539","79600.5"
"RGLT11643","FA013992","28353"
"RGLT11644","FA020083","1810.2"
"RGLT11645","FA012687","42744"
"RGLT11646","FA024099","59928.8"
"RGLT11647","FA019683","7660.8"
"RGLT11648","FA020134","16632"
"RGLT11649","FA003692","87165.25"
"RGLT11650","FA001953","1388.1"
"RGLT11651","FA003753","29332.8"
"RGLT11652","FA001647","45532.2"
"RGLT11653","FA013059","38209.5"
"RGLT11654","FA000489","166474.15"
"RGLT11655","FA018957","17490"
"RGLT11656","FA009175","17653"
"RGLT11657","FA011561","75033.6"
"RGLT11658","FA012310","71489.5"
"RGLT11659","FA024630","7596"
"RGLT11660","FA016449","44629.2"
"RGLT11661","FA015443","26506.5"
"RGLT11662","FA000793","21538"
"RGLT11663","FA022420","13456.8"
"RGLT11664","FA013531","34003.2"
"RGLT11665","FA007805","63244"
"RGLT11666","FA013714","40185.6"
"RGLT11667","FA017529","32871.3"
"RGLT11668","FA019905","36368.25"
"RGLT11669","FA005527","20214"
"RGLT11670","FA013137","3093.6"
"RGLT11671","FA013553","14751"
"RGLT11672","FA008065","16533"
"RGLT11673","FA014803","46809"
"RGLT11674","FA000033","42504"
"RGLT11675","FA003121","119188.6"
"RGLT11676","FA014915","93846.75"
"RGLT11677","FA019686","49537.8"
"RGLT11678","FA020568","19989.2"
"RGLT11679","FA011868","70344"
"RGLT11680","FA019482","42053"
"RGLT11681","FA010618","67326"
"RGLT11682","FA022471","88019.2"
"RGLT11683","FA017181","132343.2"
"RGLT11684","FA015773","104722"
"RGLT11685","FA007398","130995.7"
"RGLT11686","FA002088","52749.6"
"RGLT11687","FA025434","26409.6"
"RGLT11688","FA015820","41263.2"
"RGLT11689","FA014566","53306.4"
"RGLT11690","FA023827","77984"
"RGLT11691","FA002593","60487.8"
"RGLT11692","FA018685","93336"
"RGLT11693","FA016311","8631"
"RGLT11694","FA006365","18600"
"RGLT11695","FA016642","129580.8"
"RGLT11696","FA011008","56652.75"
"RGLT11697","FA005291","117627.6"
"RGLT11698","FA019270","17118"
"RGLT11699","FA014123","89222"
"RGLT11700","FA010864","7855.2"
"RGLT11701","FA006557","81145.5"
"RGLT11702","FA019779","6208.8"
"RGLT11703","FA021532","37499"
"RGLT11704","FA016357","18990"
"RGLT11705","FA007719","136386"
"RGLT11706","FA000032","126699.85"
"RGLT11707","FA000848","90214.8"
"RGLT11708","FA014019","64940"
"RGLT11709","FA011618","53421"
"RGLT11710","FA009863","92381"
"RGLT11711","FA021604","71334.6"
"RGLT11712","FA002842","155018.55"
"RGLT11713","FA013503","45928.4"
"RGLT11714","FA017007","53522"
"RGLT11715","FA016125","2181"
"RGLT11716","FA003848","58353.6"
"RGLT11717","FA007050","227360.6"
"RGLT11718","FA001329","17262"
"RGLT11719","FA004967","143237.4"
"RGLT11720","FA001978","70387.2"
"RGLT11721","FA024714","14798"
"RGLT11722","FA019547","57568.8"
"RGLT11723","FA016312","95193.65"
"RGLT11724","FA023039","17265.6"
"RGLT11725","FA003375","144883.7"
"RGLT11726","FA016527","18464"
"RGLT11727","FA005327","3603.6"
"RGLT11728","FA017228","166555.8"
"RGLT11729","FA012183","80306.8"
"RGLT11730","FA022922","129091.25"
"RGLT11731","FA010358","179418.6"
"RGLT11732","FA021344","8715"
"RGLT11733","FA015545","63440"
"RGLT11734","FA014526","66927.6"
"RGLT11735","FA016550","119832.55"
"RGLT11736","FA019907","62262"
"RGLT11737","FA008057","45556.5"
"RGLT11738","FA004513","27552"
"RGLT11739","FA002344","12096"
"RGLT11740","FA005067","130965.6"
"RGLT11741","FA015526","61400.7"
"RGLT11742","FA020005","42636.9"
"RGLT11743","FA021692","47078.85"
"RGLT11744","FA003969","80467.1"
"RGLT11745","FA001545","105891"
"RGLT11746","FA013850","8408.4"
"RGLT11747","FA014830","69701.4"
"RGLT11748","FA012354","20356"
"RGLT11749","FA001872","146358.15"
"RGLT11750","FA014877","48738"
"RGLT11751","FA007428","49872"
"RGLT11752","FA016803","81928"
"RGLT11753","FA011362","2776.2"
"RGLT11754","FA023167","120550.8"
"RGLT11755","FA000266","54025.4"
"RGLT11756","FA015505","28376.4"
"RGLT11757","FA001883","37787.4"
"RGLT11758","FA006938","168361.5"
"RGLT11759","FA010528","6958"
"RGLT11760","FA025162","13641.3"
"RGLT11761","FA009840","10054.8"
"RGLT11762","FA020876","174246.6"
"RGLT11763","FA014788","19206"
"RGLT11764","FA014886","77984"
"RGLT11765","FA001519","4291"
"RGLT11766","FA017930","29084.4"
"RGLT11767","FA003751","44805.6"
"RGLT11768","FA007729","30558"
"RGLT11769","FA007150","42784.35"
"RGLT11770","FA018529","58470"
"RGLT11771","FA007875","134932.7"
"RGLT11772","FA007907","8631"
"RGLT11773","FA017134","28632.6"
"RGLT11774","FA017105","98057.8"
"RGLT11775","FA000337","61245"
"RGLT11776","FA010109","80535.6"
"RGLT11777","FA015199","95945.85"
"RGLT11778","FA015564","127153.4"
"RGLT11779","FA023440","11198.25"
"RGLT11780","FA001188","19288.5"
"RGLT11781","FA004704","4473.7"
"RGLT11782","FA007129","119661.4"
"RGLT11783","FA021154","212055.3"
"RGLT11784","FA004773","15547.35"
"RGLT11785","FA018773","124268.4"
"RGLT11786","FA024056","12488.4"
"RGLT11787","FA019998","5226"
"RGLT11788","FA013057","144086.8"
"RGLT11789","FA004282","58914.9"
"RGLT11790","FA006802","73358.05"
"RGLT11791","FA010859","43484"
"RGLT11792","FA015376","30880.8"
"RGLT11793","FA023777","7902"
"RGLT11794","FA014103","112650.3"
"RGLT11795","FA017047","77960"
"RGLT11796","FA005554","58279.2"
"RGLT11797","FA018901","32908.8"
"RGLT11798","FA005534","2796"
"RGLT11799","FA021581","17209.35"
"RGLT11800","FA013146","188440.1"
"RGLT11801","FA007088","90168"
"RGLT11802","FA013045","250037.05"
"RGLT11803","FA018224","26726.4"
"RGLT11804","FA005190","64867.6"
"RGLT11805","FA019500","41762.7"
"RGLT11806","FA013190","20449.8"
"RGLT11807","FA009749","120792.2"
"RGLT11808","FA006675","61635.2"
"RGLT11809","FA016735","179712.3"
"RGLT11810","FA022730","132122.8"
"RGLT11811","FA005808","122543.05"
"RGLT11812","FA022771","184548.3"
"RGLT11813","FA025246","31904.5"
"RGLT11814","FA024842","46159.2"
"RGLT11815","FA006505","40658.2"
"RGLT11816","FA010155","150990"
"RGLT11817","FA023858","41933"
"RGLT11818","FA004525","57123.65"
"RGLT11819","FA005170","21409.95"
"RGLT11820","FA022303","105120.6"
"RGLT11821","FA020248","59524.2"
"RGLT11822","FA011471","111974.4"
"RGLT11823","FA013543","19856"
"RGLT11824","FA012104","26103.6"
"RGLT11825","FA007798","122315.3"
"RGLT11826","FA018492","215451"
"RGLT11827","FA002031","46896"
"RGLT11828","FA021483","108327"
"RGLT11829","FA020508","39709.2"
"RGLT11830","FA002508","104223"
"RGLT11831","FA002262","64948.35"
"RGLT11832","FA004017","95409.85"
"RGLT11833","FA024318","20619.9"
"RGLT11834","FA011054","42732.9"
"RGLT11835","FA002032","196215.6"
"RGLT11836","FA014888","24592.4"
"RGLT11837","FA011391","26779.2"
"RGLT11838","FA016362","161624.8"
"RGLT11839","FA005266","14028"
"RGLT11840","FA019133","40469.1"
"RGLT11841","FA009362","6413"
"RGLT11842","FA006771","74109"
"RGLT11843","FA007112","60376"
"RGLT11844","FA025167","134376.8"
"RGLT11845","FA015956","6922.8"
"RGLT11846","FA002796","134402.95"
"RGLT11847","FA011971","10047.45"
"RGLT11848","FA001297","134070.05"
"RGLT11849","FA012287","79382.4"
"RGLT11850","FA017847","47178"
"RGLT11851","FA017598","27373.7"
"RGLT11852","FA004091","38355.8"
"RGLT11853","FA022305","10969.2"
"RGLT11854","FA022631","63558.3"
"RGLT11855","FA003500","118354.6"
"RGLT11856","FA022273","11220.3"
"RGLT11857","FA004235","20444"
"RGLT11858","FA025101","125688.2"
"RGLT11859","FA024595","34632.4"
"RGLT11860","FA005926","76872"
"RGLT11861","FA001467","126562"
"RGLT11862","FA020945","247378.25"
"RGLT11863","FA012447","89528"
"RGLT11864","FA003035","74214"
"RGLT11865","FA006427","46070"
"RGLT11866","FA010266","79936.8"
"RGLT11867","FA000532","66793"
"RGLT11868","FA024622","99067"
"RGLT11869","FA017846","67641.6"
"RGLT11870","FA005140","101490.4"
"RGLT11871","FA000639","87984"
"RGLT11872","FA020624","37557.45"
"RGLT11873","FA024185","8770"
"RGLT11874","FA008543","68792"
"RGLT11875","FA016652","7670.4"
"RGLT11876","FA025264","34281.6"
"RGLT11877","FA008029","71816.1"
"RGLT11878","FA016820","196902.7"
"RGLT11879","FA014337","17193"
"RGLT11880","FA025009","13303.5"
"RGLT11881","FA024393","71106.5"
"RGLT11882","FA005326","53327.6"
"RGLT11883","FA013258","5104"
"RGLT11884","FA002523","182948.8"
"RGLT11885","FA006599","115377.1"
"RGLT11886","FA001235","105691.8"
"RGLT11887","FA014141","70344"
"RGLT11888","FA022650","66618.7"
"RGLT11889","FA024277","90404"
"RGLT11890","FA014813","38799.6"
"RGLT11891","FA006137","108599"
"RGLT11892","FA017938","37746.15"
"RGLT11893","FA010212","72704.85"
"RGLT11894","FA002952","43618"
"RGLT11895","FA024720","19261"
"RGLT11896","FA000840","11966.4"
"RGLT11897","FA013708","8199"
"RGLT11898","FA020643","9130.4"
"RGLT11899","FA025133","116473.9"
"RGLT11900","FA016016","10015.2"
"RGLT11901","FA022979","60379.2"
"RGLT11902","FA016208","6512"
"RGLT11903","FA014083","108695.4"
"RGLT11904","FA015295","108750.15"
"RGLT11905","FA008805","69626.7"
"RGLT11906","FA006079","120148"
"RGLT11907","FA013808","28376.4"
"RGLT11908","FA013525","73529.6"
"RGLT11909","FA004723","39273.6"
"RGLT11910","FA003722","83136"
"RGLT11911","FA002134","42273.4"
"RGLT11912","FA018180","19206"
"RGLT11913","FA023004","23888"
"RGLT11914","FA008473","21505.5"
"RGLT11915","FA006030","23318.1"
"RGLT11916","FA002802","17193.75"
"RGLT11917","FA011277","113512.4"
"RGLT11918","FA003240","70116.4"
"RGLT11919","FA010135","38522"
"RGLT11920","FA011076","105691.2"
"RGLT11921","FA023102","97501"
"RGLT11922","FA003327","44484"
"RGLT11923","FA014918","91200"
"RGLT11924","FA017042","20053.4"
"RGLT11925","FA020775","33918.5"
"RGLT11926","FA005473","211544.4"
"RGLT11927","FA018671","34557.6"
"RGLT11928","FA010960","5511"
"RGLT11929","FA012462","103311.6"
"RGLT11930","FA010261","93832.2"
"RGLT11931","FA008326","35992"
"RGLT11932","FA005007","94898.7"
"RGLT11933","FA017384","68850"
"RGLT11934","FA019537","41995.8"
"RGLT11935","FA013067","11295"
"RGLT11936","FA008165","42263.1"
"RGLT11937","FA008518","32342.4"
"RGLT11938","FA025082","72408"
"RGLT11939","FA024005","2912"
"RGLT11940","FA011399","53361.3"
"RGLT11941","FA006289","110281"
"RGLT11942","FA018132","134398.05"
"RGLT11943","FA019636","34200"
"RGLT11944","FA018390","82599"
"RGLT11945","FA009688","33969.6"
"RGLT11946","FA019746","6190.8"
"RGLT11947","FA024898","57783"
"RGLT11948","FA007699","8745"
"RGLT11949","FA023401","89258.4"
"RGLT11950","FA012113","16332"
"RGLT11951","FA013758","113970"
"RGLT11952","FA018974","20339.9"
"RGLT11953","FA005176","32310.6"
"RGLT11954","FA005106","23932.8"
"RGLT11955","FA024748","187720.8"
"RGLT11956","FA005727","29784.3"
"RGLT11957","FA024675","773.85"
"RGLT11958","FA005604","3898"
"RGLT11959","FA007233","63808.4"
"RGLT11960","FA023172","41239.8"
"RGLT11961","FA021703","88553.35"
"RGLT11962","FA013883","3726.45"
"RGLT11963","FA010478","83077.5"
"RGLT11964","FA021843","89534.05"
"RGLT11965","FA007731","4027.8"
"RGLT11966","FA004354","82373.5"
"RGLT11967","FA020941","104307.8"
"RGLT11968","FA005641","104133.6"
"RGLT11969","FA018985","50874.6"
"RGLT11970","FA001717","10509.05"
"RGLT11971","FA014852","66668"
"RGLT11972","FA012533","61003.8"
"RGLT11973","FA018631","42295.1"
"RGLT11974","FA022493","35390"
"RGLT11975","FA001207","1255"
"RGLT11976","FA006909","57832.9"
"RGLT11977","FA022700","129762.3"
"RGLT11978","FA005827","24838"
"RGLT11979","FA011636","102936"
"RGLT11980","FA000356","2097"
"RGLT11981","FA023704","38667.95"
"RGLT11982","FA019172","114735"
"RGLT11983","FA021513","49640"
"RGLT11984","FA009735","54572"
"RGLT11985","FA004294","65317.8"
"RGLT11986","FA010303","107111.4"
"RGLT11987","FA008610","48302"
"RGLT11988","FA011301","102506.5"
"RGLT11989","FA012597","32224"
"RGLT11990","FA016899","1743"
"RGLT11991","FA005434","58914"
"RGLT11992","FA020374","37123.2"
"RGLT11993","FA012298","83739.6"
"RGLT11994","FA021862","14680.05"
"RGLT11995","FA010329","47143"
"RGLT11996","FA007866","98952"
"RGLT11997","FA010686","44101.4"
"RGLT11998","FA000065","12681"
"RGLT11999","FA020360","24417.45"
"RGLT12000","FA000366","87696"
"RGLT12001","FA006903","40016.2"
"RGLT12002","FA016984","127474.5"
"RGLT12003","FA011419","157339.8"
"RGLT12004","FA003946","11318.4"
"RGLT12005","FA024873","47074.2"
"RGLT12006","FA022850","68009"
"RGLT12007","FA018930","87094"
"RGLT12008","FA020569","42313.7"
"RGLT12009","FA016342","93328.7"
"RGLT12010","FA016222","202751.55"
"RGLT12011","FA004746","58011.6"
"RGLT12012","FA014453","88833.4"
"RGLT12013","FA012989","106885.7"
"RGLT12014","FA007356","121220.35"
"RGLT12015","FA006262","152112.15"
"RGLT12016","FA000193","21939.8"
"RGLT12017","FA022615","115872.2"
"RGLT12018","FA008659","5226"
"RGLT12019","FA021472","9630"
"RGLT12020","FA004004","50969.75"
"RGLT12021","FA013484","59065.65"
"RGLT12022","FA017631","2384"
"RGLT12023","FA003957","93343.95"
"RGLT12024","FA024715","11523.6"
"RGLT12025","FA009798","130602.3"
"RGLT12026","FA008169","78051.2"
"RGLT12027","FA015698","66206.7"
"RGLT12028","FA001993","15544"
"RGLT12029","FA001729","40020"
"RGLT12030","FA000517","77961.4"
"RGLT12031","FA000134","51691.2"
"RGLT12032","FA015363","57067.2"
"RGLT12033","FA011165","57994.65"
"RGLT12034","FA014608","15476.4"
"RGLT12035","FA017865","97458.3"
"RGLT12036","FA011979","150355.8"
"RGLT12037","FA018030","78405.2"
"RGLT12038","FA015857","86986.5"
"RGLT12039","FA001916","30912"
"RGLT12040","FA020743","33427"
"RGLT12041","FA013727","40353.6"
"RGLT12042","FA024739","24046.65"
"RGLT12043","FA005988","95513"
"RGLT12044","FA008293","69864.1"
"RGLT12045","FA005698","93360"
"RGLT12046","FA018853","23750.4"
"RGLT12047","FA010221","161662.95"
"RGLT12048","FA001401","61886.6"
