"ID_FACTURE","CD_PRESTATION","NB_QUANTITE_FACTURE","NB_PRIX_HT","NB_PRIX_TTC"
"FA004006","PS0092","14","1266","1266"
"FA004006","PS0026","11","2578","3093.6"
"FA004006","PS0126","2","4385","4385"
"FA000540","PS0081","8","3916","4307.6"
"FA001381","PS0013","7","3409","3409"
"FA003622","PS0100","18","1714","2056.8"
"FA003622","PS0063","11","1391","1669.2"
"FA003622","PS0107","1","2693","3231.6"
"FA003622","PS0078","13","3929","3929"
"FA003829","PS0172","5","583","583"
"FA001454","PS0033","3","1340","1340"
"FA001454","PS0108","4","2728","3000.8"
"FA003722","PS0097","6","3905","4686"
"FA003722","PS0150","16","3275","3438.75"
"FA000762","PS0041","11","830","871.5"
"FA000762","PS0048","15","2078","2493.6"
"FA000762","PS0089","14","3356","3356"
"FA002021","PS0073","19","1367","1435.35"
"FA004010","PS0020","2","4856","5341.6"
"FA004010","PS0058","8","3666","4399.2"
"FA001554","PS0162","8","2580","2838"
"FA001554","PS0096","3","2802","2942.1"
"FA001554","PS0178","7","2534","2660.7"
"FA002834","PS0149","11","1409","1409"
"FA003765","PS0103","8","1326","1458.6"
"FA002123","PS0198","10","3668","4401.6"
"FA002123","PS0029","10","4104","4309.2"
"FA002123","PS0060","16","2474","2968.8"
"FA002123","PS0012","5","3469","4162.8"
"FA000844","PS0039","8","737","773.85"
"FA000844","PS0092","10","1266","1266"
"FA000844","PS0055","5","3539","3539"
"FA002090","PS0160","3","1396","1535.6"
"FA002090","PS0176","6","1902","1902"
"FA002090","PS0190","4","822","863.1"
"FA003196","PS0080","5","2482","2482"
"FA003196","PS0075","3","3943","4140.15"
"FA002356","PS0064","17","2959","3254.9"
"FA002356","PS0047","15","1271","1334.55"
"FA000219","PS0191","2","1646","1728.3"
"FA000219","PS0118","5","3828","4210.8"
"FA000023","PS0071","11","1285","1349.25"
"FA000023","PS0179","3","3886","4274.6"
"FA000023","PS0039","5","737","773.85"
"FA000023","PS0121","18","4246","4458.3"
"FA000023","PS0027","9","1108","1329.6"
"FA001350","PS0116","20","4508","4958.8"
"FA001350","PS0114","13","3975","4372.5"
"FA001350","PS0106","15","2784","3340.8"
"FA001350","PS0097","13","3905","4686"
"FA003011","PS0151","7","4869","5355.9"
"FA003011","PS0084","1","1596","1675.8"
"FA000194","PS0055","18","3539","3539"
"FA002359","PS0003","10","710","852"
"FA002359","PS0088","11","1464","1610.4"
"FA000173","PS0086","5","4872","5846.4"
"FA000173","PS0074","19","1493","1493"
"FA000173","PS0122","20","1558","1635.9"
"FA000173","PS0036","20","3506","4207.2"
"FA001107","PS0182","6","4712","4947.6"
"FA002743","PS0091","4","4055","4460.5"
"FA002743","PS0136","4","3166","3482.6"
"FA002743","PS0111","10","3335","4002"
"FA002743","PS0095","12","3247","3247"
"FA002743","PS0166","19","2363","2481.15"
"FA002743","PS0148","20","3503","3678.15"
"FA003796","PS0157","2","596","596"
"FA004048","PS0122","16","1558","1635.9"
"FA004897","PS0117","2","4835","5802"
"FA011368","PS0012","4","3469","4162.8"
"FA022843","PS0010","3","4373","4591.65"
"FA005451","PS0194","11","4157","4572.7"
"FA009140","PS0066","12","2450","2450"
"FA001255","PS0173","20","4850","4850"
"FA001530","PS0012","20","3469","4162.8"
"FA018786","PS0161","1","2912","2912"
"FA015451","PS0181","15","1128","1353.6"
"FA023618","PS0165","1","862","905.1"
"FA016201","PS0148","5","3503","3678.15"
"FA015918","PS0198","6","3668","4401.6"
"FA018454","PS0175","6","2398","2877.6"
"FA016382","PS0127","9","3451","3796.1"
"FA006048","PS0119","9","831","914.1"
"FA018694","PS0182","18","4712","4947.6"
"FA000530","PS0196","15","3273","3927.6"
"FA010056","PS0025","20","4960","5208"
"FA024431","PS0012","3","3469","4162.8"
"FA011314","PS0147","5","1530","1530"
"FA006754","PS0116","7","4508","4958.8"
"FA016029","PS0174","5","1507","1582.35"
"FA010027","PS0076","17","4709","4709"
"FA021201","PS0113","8","1421","1421"
"FA016942","PS0010","18","4373","4591.65"
"FA005597","PS0103","9","1326","1458.6"
"FA009734","PS0119","9","831","914.1"
"FA019051","PS0125","4","1693","1777.65"
"FA011309","PS0059","14","4993","5242.65"
"FA024063","PS0136","1","3166","3482.6"
"FA024202","PS0187","12","3333","3499.65"
"FA006350","PS0151","9","4869","5355.9"
"FA012853","PS0129","9","548","575.4"
"FA009428","PS0195","18","2296","2296"
"FA016953","PS0103","19","1326","1458.6"
"FA015045","PS0130","6","2449","2693.9"
"FA016667","PS0007","3","2921","3213.1"
"FA004113","PS0061","15","1652","1817.2"
"FA022464","PS0184","10","1840","2208"
"FA021660","PS0057","15","2855","3140.5"
"FA008746","PS0024","8","4289","5146.8"
"FA007239","PS0164","3","1809","1809"
"FA007974","PS0058","10","3666","4399.2"
"FA005765","PS0027","17","1108","1329.6"
"FA018007","PS0104","2","3030","3636"
"FA012945","PS0063","1","1391","1669.2"
"FA000533","PS0003","2","710","852"
"FA006205","PS0059","11","4993","5242.65"
"FA004565","PS0107","17","2693","3231.6"
"FA004561","PS0066","16","2450","2450"
"FA015524","PS0109","4","924","924"
"FA006451","PS0062","17","2182","2291.1"
"FA022074","PS0041","20","830","871.5"
"FA001808","PS0058","13","3666","4399.2"
"FA009996","PS0192","7","3081","3389.1"
"FA019559","PS0038","3","3432","3432"
"FA018585","PS0143","10","4067","4473.7"
"FA006969","PS0118","12","3828","4210.8"
"FA014109","PS0106","9","2784","3340.8"
"FA004844","PS0163","8","1728","1728"
"FA004679","PS0127","9","3451","3796.1"
"FA004867","PS0025","3","4960","5208"
"FA015272","PS0178","1","2534","2660.7"
"FA018209","PS0085","12","871","914.55"
"FA016364","PS0147","16","1530","1530"
"FA017548","PS0127","1","3451","3796.1"
"FA002777","PS0001","3","2024","2125.2"
"FA022741","PS0028","20","2114","2114"
"FA017153","PS0051","5","1179","1414.8"
"FA020819","PS0118","7","3828","4210.8"
"FA013874","PS0073","20","1367","1435.35"
"FA000214","PS0094","4","2548","2802.8"
"FA009349","PS0006","13","2045","2249.5"
"FA006966","PS0036","17","3506","4207.2"
"FA015152","PS0039","6","737","773.85"
"FA023476","PS0159","1","1547","1624.35"
"FA013879","PS0135","15","3908","4689.6"
"FA013867","PS0062","16","2182","2291.1"
"FA023501","PS0050","17","2801","3361.2"
"FA003461","PS0133","20","1869","2242.8"
"FA019477","PS0076","11","4709","4709"
"FA018126","PS0017","17","3898","3898"
"FA017916","PS0051","6","1179","1414.8"
"FA005440","PS0064","16","2959","3254.9"
"FA023778","PS0090","15","2587","3104.4"
"FA004386","PS0059","20","4993","5242.65"
"FA013058","PS0039","4","737","773.85"
"FA017158","PS0154","8","699","699"
"FA014076","PS0137","9","2907","3052.35"
"FA005285","PS0096","1","2802","2942.1"
"FA015431","PS0084","10","1596","1675.8"
"FA010335","PS0026","5","2578","3093.6"
"FA004158","PS0059","7","4993","5242.65"
"FA018024","PS0058","10","3666","4399.2"
"FA013286","PS0067","8","1824","1915.2"
"FA018152","PS0139","14","3529","3705.45"
"FA023478","PS0187","5","3333","3499.65"
"FA001895","PS0004","10","4618","5541.6"
"FA012613","PS0106","13","2784","3340.8"
"FA005628","PS0198","11","3668","4401.6"
"FA009514","PS0142","11","1183","1242.15"
"FA022667","PS0036","4","3506","4207.2"
"FA019898","PS0110","12","2038","2241.8"
"FA007238","PS0066","1","2450","2450"
"FA023553","PS0080","9","2482","2482"
"FA010209","PS0158","8","4083","4083"
"FA024147","PS0105","19","2785","2924.25"
"FA013351","PS0055","2","3539","3539"
"FA012015","PS0143","11","4067","4473.7"
"FA016659","PS0092","18","1266","1266"
"FA016966","PS0195","1","2296","2296"
"FA007904","PS0121","6","4246","4458.3"
"FA012777","PS0196","15","3273","3927.6"
"FA016244","PS0129","12","548","575.4"
"FA016363","PS0134","9","2614","3136.8"
"FA008042","PS0105","14","2785","2924.25"
"FA025459","PS0068","3","638","638"
"FA023650","PS0066","11","2450","2450"
"FA022791","PS0099","11","3071","3224.55"
"FA011768","PS0141","3","3556","3733.8"
"FA008483","PS0017","20","3898","3898"
"FA025451","PS0147","11","1530","1530"
"FA021629","PS0163","3","1728","1728"
"FA010771","PS0056","7","3253","3578.3"
"FA020792","PS0072","15","4112","4523.2"
"FA018905","PS0029","20","4104","4309.2"
"FA023215","PS0126","17","4385","4385"
"FA016448","PS0095","20","3247","3247"
"FA006154","PS0077","18","4739","5212.9"
"FA021011","PS0135","4","3908","4689.6"
"FA013787","PS0147","10","1530","1530"
"FA012244","PS0024","16","4289","5146.8"
"FA011226","PS0027","2","1108","1329.6"
"FA004571","PS0133","2","1869","2242.8"
"FA005927","PS0140","15","4874","4874"
"FA018606","PS0169","6","2716","3259.2"
"FA005492","PS0109","19","924","924"
"FA012601","PS0089","7","3356","3356"
"FA024694","PS0025","6","4960","5208"
"FA002464","PS0156","6","1047","1151.7"
"FA012550","PS0112","20","2886","3463.2"
"FA011274","PS0120","1","4751","5701.2"
"FA010616","PS0074","3","1493","1493"
"FA006632","PS0179","1","3886","4274.6"
"FA002042","PS0148","17","3503","3678.15"
"FA020205","PS0160","8","1396","1535.6"
"FA001055","PS0112","11","2886","3463.2"
"FA005402","PS0200","4","2860","3146"
"FA002667","PS0042","13","3772","4526.4"
"FA015193","PS0009","3","1132","1358.4"
"FA013702","PS0158","11","4083","4083"
"FA008307","PS0035","19","3653","4383.6"
"FA020586","PS0108","16","2728","3000.8"
"FA024536","PS0091","7","4055","4460.5"
"FA015637","PS0069","4","873","960.3"
"FA020169","PS0013","4","3409","3409"
"FA020096","PS0106","8","2784","3340.8"
"FA002193","PS0133","13","1869","2242.8"
"FA005963","PS0101","13","4494","5392.8"
"FA001983","PS0197","19","3502","3852.2"
"FA002564","PS0200","11","2860","3146"
"FA011721","PS0071","4","1285","1349.25"
"FA010920","PS0144","8","613","613"
"FA019261","PS0001","4","2024","2125.2"
"FA022606","PS0100","9","1714","2056.8"
"FA017648","PS0116","3","4508","4958.8"
"FA007270","PS0013","11","3409","3409"
"FA018936","PS0092","8","1266","1266"
"FA010734","PS0103","10","1326","1458.6"
"FA009581","PS0082","19","4269","4695.9"
"FA016161","PS0006","4","2045","2249.5"
"FA008785","PS0037","3","4777","5015.85"
"FA010657","PS0045","4","3895","4674"
"FA012749","PS0103","11","1326","1458.6"
"FA005559","PS0059","8","4993","5242.65"
"FA002669","PS0064","14","2959","3254.9"
"FA016516","PS0184","5","1840","2208"
"FA018574","PS0015","16","4308","4738.8"
"FA014930","PS0086","7","4872","5846.4"
"FA013724","PS0182","10","4712","4947.6"
"FA004777","PS0115","10","4570","5027"
"FA021206","PS0114","19","3975","4372.5"
"FA007932","PS0065","17","3011","3011"
"FA024984","PS0026","13","2578","3093.6"
"FA005327","PS0021","2","1716","1801.8"
"FA001930","PS0164","5","1809","1809"
"FA012380","PS0026","14","2578","3093.6"
"FA017059","PS0152","9","1962","1962"
"FA013929","PS0005","15","1255","1255"
"FA004657","PS0055","12","3539","3539"
"FA024285","PS0091","5","4055","4460.5"
"FA017495","PS0017","17","3898","3898"
"FA024918","PS0179","16","3886","4274.6"
"FA023889","PS0139","3","3529","3705.45"
"FA005431","PS0107","15","2693","3231.6"
"FA013738","PS0054","17","798","877.8"
"FA009142","PS0105","18","2785","2924.25"
"FA016845","PS0136","16","3166","3482.6"
"FA016487","PS0023","13","3479","3479"
"FA018098","PS0074","20","1493","1493"
"FA022575","PS0061","7","1652","1817.2"
"FA016480","PS0178","12","2534","2660.7"
"FA009388","PS0127","3","3451","3796.1"
"FA021067","PS0086","5","4872","5846.4"
"FA021224","PS0056","20","3253","3578.3"
"FA022140","PS0126","13","4385","4385"
"FA014918","PS0083","16","4750","5700"
"FA006777","PS0004","3","4618","5541.6"
"FA016586","PS0200","19","2860","3146"
"FA021383","PS0133","3","1869","2242.8"
"FA014991","PS0141","16","3556","3733.8"
"FA022481","PS0114","8","3975","4372.5"
"FA024931","PS0192","13","3081","3389.1"
"FA024876","PS0048","19","2078","2493.6"
"FA024475","PS0036","10","3506","4207.2"
"FA008187","PS0117","20","4835","5802"
"FA000745","PS0018","1","4405","4845.5"
"FA019511","PS0133","17","1869","2242.8"
"FA017723","PS0037","4","4777","5015.85"
"FA018212","PS0088","19","1464","1610.4"
"FA009770","PS0140","14","4874","4874"
"FA012181","PS0035","8","3653","4383.6"
"FA011378","PS0109","14","924","924"
"FA011663","PS0055","2","3539","3539"
"FA004767","PS0156","16","1047","1151.7"
"FA006631","PS0045","2","3895","4674"
"FA005244","PS0187","7","3333","3499.65"
"FA017295","PS0060","11","2474","2968.8"
"FA010885","PS0137","11","2907","3052.35"
"FA024664","PS0057","3","2855","3140.5"
"FA000240","PS0018","3","4405","4845.5"
"FA004720","PS0140","19","4874","4874"
"FA005981","PS0184","11","1840","2208"
"FA010397","PS0002","17","1184","1302.4"
"FA025207","PS0076","16","4709","4709"
"FA022543","PS0108","9","2728","3000.8"
"FA021858","PS0030","17","3765","4141.5"
"FA005724","PS0191","5","1646","1728.3"
"FA000293","PS0191","15","1646","1728.3"
"FA012053","PS0008","13","2258","2258"
"FA024136","PS0164","14","1809","1809"
"FA016824","PS0171","9","1863","1956.15"
"FA020097","PS0031","11","3309","3474.45"
"FA015624","PS0079","9","1943","1943"
"FA021063","PS0088","12","1464","1610.4"
"FA017429","PS0115","18","4570","5027"
"FA020657","PS0052","11","3823","3823"
"FA011107","PS0086","20","4872","5846.4"
"FA016755","PS0020","15","4856","5341.6"
"FA016915","PS0143","4","4067","4473.7"
"FA019802","PS0165","15","862","905.1"
"FA013878","PS0199","20","1317","1580.4"
"FA004327","PS0176","9","1902","1902"
"FA009203","PS0062","15","2182","2291.1"
"FA011480","PS0115","15","4570","5027"
"FA021184","PS0129","17","548","575.4"
"FA004698","PS0173","18","4850","4850"
"FA017830","PS0146","7","1742","1742"
"FA012378","PS0008","15","2258","2258"
"FA022119","PS0031","3","3309","3474.45"
"FA014277","PS0147","6","1530","1530"
"FA017264","PS0091","4","4055","4460.5"
"FA014442","PS0104","3","3030","3636"
"FA014099","PS0144","19","613","613"
"FA008253","PS0089","11","3356","3356"
"FA018325","PS0004","5","4618","5541.6"
"FA004142","PS0025","15","4960","5208"
"FA012235","PS0121","10","4246","4458.3"
"FA008513","PS0048","9","2078","2493.6"
"FA005360","PS0130","7","2449","2693.9"
"FA011590","PS0090","9","2587","3104.4"
"FA002871","PS0086","5","4872","5846.4"
"FA008295","PS0126","17","4385","4385"
"FA021662","PS0138","14","2809","2949.45"
"FA015210","PS0048","15","2078","2493.6"
"FA021415","PS0043","16","1449","1521.45"
"FA006206","PS0114","17","3975","4372.5"
"FA014431","PS0006","6","2045","2249.5"
"FA021596","PS0079","5","1943","1943"
"FA010404","PS0099","20","3071","3224.55"
"FA002129","PS0067","18","1824","1915.2"
"FA012311","PS0142","20","1183","1242.15"
"FA008736","PS0100","20","1714","2056.8"
"FA014611","PS0139","14","3529","3705.45"
"FA024548","PS0074","3","1493","1493"
"FA007906","PS0065","13","3011","3011"
"FA023397","PS0151","6","4869","5355.9"
"FA001948","PS0170","2","3820","4202"
"FA009563","PS0197","18","3502","3852.2"
"FA022768","PS0007","19","2921","3213.1"
"FA008441","PS0056","13","3253","3578.3"
"FA001768","PS0024","12","4289","5146.8"
"FA017491","PS0103","13","1326","1458.6"
"FA005434","PS0196","15","3273","3927.6"
"FA020316","PS0054","16","798","877.8"
"FA018967","PS0118","13","3828","4210.8"
"FA009862","PS0176","16","1902","1902"
"FA015705","PS0045","9","3895","4674"
"FA011416","PS0029","10","4104","4309.2"
"FA012934","PS0151","16","4869","5355.9"
"FA024249","PS0099","11","3071","3224.55"
"FA006698","PS0193","18","4880","4880"
"FA000299","PS0133","9","1869","2242.8"
"FA017299","PS0054","11","798","877.8"
"FA011884","PS0189","20","1018","1018"
"FA013889","PS0150","4","3275","3438.75"
"FA006990","PS0068","12","638","638"
"FA021511","PS0136","9","3166","3482.6"
"FA004387","PS0191","20","1646","1728.3"
"FA013248","PS0044","7","894","983.4"
"FA018181","PS0112","19","2886","3463.2"
"FA012011","PS0065","5","3011","3011"
"FA013125","PS0106","6","2784","3340.8"
"FA024857","PS0120","20","4751","5701.2"
"FA018737","PS0069","11","873","960.3"
"FA008902","PS0061","9","1652","1817.2"
"FA002189","PS0083","6","4750","5700"
"FA010077","PS0049","3","2162","2378.2"
"FA001432","PS0181","18","1128","1353.6"
"FA010918","PS0088","2","1464","1610.4"
"FA006647","PS0050","4","2801","3361.2"
"FA022822","PS0043","17","1449","1521.45"
"FA004112","PS0168","2","2550","2677.5"
"FA013208","PS0103","8","1326","1458.6"
"FA008080","PS0006","15","2045","2249.5"
"FA014411","PS0039","18","737","773.85"
"FA007900","PS0100","2","1714","2056.8"
"FA022627","PS0008","11","2258","2258"
"FA006542","PS0150","20","3275","3438.75"
"FA009617","PS0074","4","1493","1493"
"FA011421","PS0104","14","3030","3636"
"FA007814","PS0083","9","4750","5700"
"FA011944","PS0187","18","3333","3499.65"
"FA007118","PS0070","17","1148","1148"
"FA000781","PS0057","15","2855","3140.5"
"FA010371","PS0107","20","2693","3231.6"
"FA010576","PS0194","11","4157","4572.7"
"FA006881","PS0157","10","596","596"
"FA020312","PS0081","19","3916","4307.6"
"FA005760","PS0091","4","4055","4460.5"
"FA013979","PS0097","10","3905","4686"
"FA019565","PS0027","15","1108","1329.6"
"FA012003","PS0152","1","1962","1962"
"FA016875","PS0014","18","3304","3469.2"
"FA006261","PS0146","20","1742","1742"
"FA017174","PS0024","7","4289","5146.8"
"FA024588","PS0197","6","3502","3852.2"
"FA007600","PS0167","14","2672","2805.6"
"FA020629","PS0199","9","1317","1580.4"
"FA000358","PS0098","8","3639","3820.95"
"FA005538","PS0184","14","1840","2208"
"FA023529","PS0077","19","4739","5212.9"
"FA010445","PS0146","2","1742","1742"
"FA014785","PS0023","4","3479","3479"
"FA013129","PS0188","16","1923","2307.6"
"FA011506","PS0154","5","699","699"
"FA009872","PS0141","12","3556","3733.8"
"FA017101","PS0177","1","1076","1076"
"FA009703","PS0049","15","2162","2378.2"
"FA014670","PS0129","15","548","575.4"
"FA019817","PS0170","8","3820","4202"
"FA020593","PS0031","7","3309","3474.45"
"FA006553","PS0125","6","1693","1777.65"
"FA007444","PS0017","8","3898","3898"
"FA004066","PS0092","15","1266","1266"
"FA003960","PS0138","16","2809","2949.45"
"FA010138","PS0049","19","2162","2378.2"
"FA018223","PS0116","4","4508","4958.8"
"FA002208","PS0158","20","4083","4083"
"FA000404","PS0121","1","4246","4458.3"
"FA022810","PS0066","18","2450","2450"
"FA012662","PS0195","2","2296","2296"
"FA005660","PS0116","19","4508","4958.8"
"FA003651","PS0172","6","583","583"
"FA005700","PS0020","17","4856","5341.6"
"FA011854","PS0018","8","4405","4845.5"
"FA009839","PS0016","17","4420","5304"
"FA018242","PS0128","16","1185","1244.25"
"FA013972","PS0048","4","2078","2493.6"
"FA008217","PS0129","7","548","575.4"
"FA022594","PS0021","9","1716","1801.8"
"FA001756","PS0150","3","3275","3438.75"
"FA007324","PS0196","17","3273","3927.6"
"FA021906","PS0192","6","3081","3389.1"
"FA005625","PS0070","3","1148","1148"
"FA016249","PS0084","16","1596","1675.8"
"FA010331","PS0064","6","2959","3254.9"
"FA008004","PS0084","6","1596","1675.8"
"FA025452","PS0187","4","3333","3499.65"
"FA010860","PS0153","3","4044","4448.4"
"FA025086","PS0138","2","2809","2949.45"
"FA009594","PS0042","5","3772","4526.4"
"FA013863","PS0092","19","1266","1266"
"FA013299","PS0103","12","1326","1458.6"
"FA019171","PS0047","13","1271","1334.55"
"FA022542","PS0094","12","2548","2802.8"
"FA018105","PS0179","16","3886","4274.6"
"FA004513","PS0195","12","2296","2296"
"FA002289","PS0142","13","1183","1242.15"
"FA015891","PS0071","12","1285","1349.25"
"FA020622","PS0165","1","862","905.1"
"FA006673","PS0158","15","4083","4083"
"FA004999","PS0136","10","3166","3482.6"
"FA018329","PS0039","10","737","773.85"
"FA013930","PS0019","3","4815","4815"
"FA007735","PS0025","12","4960","5208"
"FA018383","PS0151","1","4869","5355.9"
"FA014883","PS0167","6","2672","2805.6"
"FA021471","PS0087","14","2181","2181"
"FA015515","PS0195","5","2296","2296"
"FA021722","PS0176","18","1902","1902"
"FA010510","PS0032","8","1857","1949.85"
"FA022222","PS0102","20","1322","1388.1"
"FA016435","PS0002","19","1184","1302.4"
"FA018315","PS0060","5","2474","2968.8"
"FA006397","PS0058","8","3666","4399.2"
"FA007963","PS0017","8","3898","3898"
"FA014336","PS0066","7","2450","2450"
"FA019138","PS0160","7","1396","1535.6"
"FA015246","PS0038","20","3432","3432"
"FA013068","PS0173","18","4850","4850"
"FA021064","PS0186","7","3126","3438.6"
"FA014556","PS0035","19","3653","4383.6"
"FA023699","PS0017","11","3898","3898"
"FA007275","PS0194","3","4157","4572.7"
"FA011945","PS0153","20","4044","4448.4"
"FA024184","PS0025","19","4960","5208"
"FA010400","PS0102","4","1322","1388.1"
"FA014724","PS0022","9","3106","3106"
"FA010424","PS0139","8","3529","3705.45"
"FA008671","PS0159","20","1547","1624.35"
"FA021993","PS0199","20","1317","1580.4"
"FA007687","PS0100","6","1714","2056.8"
"FA019607","PS0006","11","2045","2249.5"
"FA020173","PS0135","19","3908","4689.6"
"FA016455","PS0108","2","2728","3000.8"
"FA016123","PS0091","2","4055","4460.5"
"FA020078","PS0041","2","830","871.5"
"FA010086","PS0019","19","4815","4815"
"FA017435","PS0182","2","4712","4947.6"
"FA014560","PS0128","11","1185","1244.25"
"FA023319","PS0091","19","4055","4460.5"
"FA018443","PS0083","13","4750","5700"
"FA016074","PS0149","15","1409","1409"
"FA021757","PS0071","14","1285","1349.25"
"FA007850","PS0167","15","2672","2805.6"
"FA021477","PS0115","4","4570","5027"
"FA002711","PS0134","16","2614","3136.8"
"FA023871","PS0002","8","1184","1302.4"
"FA007589","PS0146","10","1742","1742"
"FA009803","PS0182","6","4712","4947.6"
"FA023470","PS0040","11","1880","1974"
"FA019799","PS0151","4","4869","5355.9"
"FA019016","PS0123","9","2137","2564.4"
"FA025291","PS0045","7","3895","4674"
"FA007666","PS0024","7","4289","5146.8"
"FA015879","PS0014","13","3304","3469.2"
"FA016357","PS0092","15","1266","1266"
"FA011902","PS0109","14","924","924"
"FA008304","PS0154","11","699","699"
"FA000649","PS0143","8","4067","4473.7"
"FA010509","PS0200","15","2860","3146"
"FA021855","PS0081","2","3916","4307.6"
"FA015546","PS0131","18","4193","5031.6"
"FA009426","PS0021","9","1716","1801.8"
"FA005038","PS0117","1","4835","5802"
"FA007528","PS0169","8","2716","3259.2"
"FA024042","PS0047","15","1271","1334.55"
"FA009365","PS0195","3","2296","2296"
"FA020326","PS0022","9","3106","3106"
"FA013589","PS0117","15","4835","5802"
"FA021281","PS0141","2","3556","3733.8"
"FA025285","PS0146","5","1742","1742"
"FA002975","PS0197","10","3502","3852.2"
"FA024695","PS0011","18","4911","4911"
"FA001781","PS0040","18","1880","1974"
"FA011709","PS0128","11","1185","1244.25"
"FA019038","PS0163","11","1728","1728"
"FA002390","PS0099","3","3071","3224.55"
"FA025268","PS0198","4","3668","4401.6"
"FA002245","PS0060","5","2474","2968.8"
"FA004329","PS0120","8","4751","5701.2"
"FA020468","PS0060","8","2474","2968.8"
"FA003978","PS0102","2","1322","1388.1"
"FA020037","PS0104","20","3030","3636"
"FA020538","PS0192","4","3081","3389.1"
"FA011757","PS0019","14","4815","4815"
"FA020599","PS0072","8","4112","4523.2"
"FA004508","PS0058","1","3666","4399.2"
"FA000484","PS0179","20","3886","4274.6"
"FA020671","PS0174","3","1507","1582.35"
"FA014652","PS0007","17","2921","3213.1"
"FA016657","PS0142","14","1183","1242.15"
"FA021284","PS0181","4","1128","1353.6"
"FA012931","PS0044","8","894","983.4"
"FA010387","PS0103","7","1326","1458.6"
"FA001875","PS0010","11","4373","4591.65"
"FA021499","PS0177","7","1076","1076"
"FA012436","PS0196","12","3273","3927.6"
"FA024108","PS0175","5","2398","2877.6"
"FA001069","PS0029","5","4104","4309.2"
"FA017701","PS0064","16","2959","3254.9"
"FA007896","PS0195","13","2296","2296"
"FA018004","PS0042","4","3772","4526.4"
"FA008604","PS0013","11","3409","3409"
"FA024701","PS0045","3","3895","4674"
"FA021019","PS0168","2","2550","2677.5"
"FA007458","PS0142","18","1183","1242.15"
"FA012990","PS0087","18","2181","2181"
"FA024934","PS0023","14","3479","3479"
"FA013600","PS0031","14","3309","3474.45"
"FA004122","PS0158","11","4083","4083"
"FA009324","PS0018","3","4405","4845.5"
"FA022055","PS0105","12","2785","2924.25"
"FA005233","PS0105","5","2785","2924.25"
"FA004244","PS0086","14","4872","5846.4"
"FA023004","PS0074","16","1493","1493"
"FA009592","PS0106","17","2784","3340.8"
"FA003708","PS0124","5","2519","2519"
"FA014093","PS0125","17","1693","1777.65"
"FA020649","PS0176","7","1902","1902"
"FA021733","PS0158","12","4083","4083"
"FA000134","PS0081","12","3916","4307.6"
"FA008577","PS0168","13","2550","2677.5"
"FA021125","PS0115","2","4570","5027"
"FA015294","PS0102","14","1322","1388.1"
"FA000460","PS0014","2","3304","3469.2"
"FA016125","PS0087","1","2181","2181"
"FA007423","PS0107","16","2693","3231.6"
"FA020944","PS0146","13","1742","1742"
"FA021736","PS0167","8","2672","2805.6"
"FA010458","PS0102","7","1322","1388.1"
"FA013137","PS0026","1","2578","3093.6"
"FA011146","PS0039","6","737","773.85"
"FA008058","PS0061","13","1652","1817.2"
"FA007956","PS0081","19","3916","4307.6"
"FA024674","PS0182","14","4712","4947.6"
"FA005799","PS0094","11","2548","2802.8"
"FA024163","PS0183","15","4635","4635"
"FA001675","PS0132","13","3369","4042.8"
"FA006810","PS0047","18","1271","1334.55"
"FA017786","PS0115","20","4570","5027"
"FA009010","PS0017","1","3898","3898"
"FA001985","PS0085","10","871","914.55"
"FA006380","PS0142","12","1183","1242.15"
"FA024040","PS0191","3","1646","1728.3"
"FA005096","PS0196","12","3273","3927.6"
"FA007428","PS0048","20","2078","2493.6"
"FA004578","PS0132","20","3369","4042.8"
"FA004730","PS0048","7","2078","2493.6"
"FA004865","PS0148","6","3503","3678.15"
"FA019757","PS0113","9","1421","1421"
"FA024813","PS0012","16","3469","4162.8"
"FA015379","PS0050","12","2801","3361.2"
"FA005874","PS0158","5","4083","4083"
"FA008754","PS0135","20","3908","4689.6"
"FA014410","PS0006","7","2045","2249.5"
"FA003577","PS0127","12","3451","3796.1"
"FA012862","PS0099","13","3071","3224.55"
"FA019085","PS0044","12","894","983.4"
"FA001760","PS0049","10","2162","2378.2"
"FA020260","PS0053","3","1852","2037.2"
"FA021861","PS0055","3","3539","3539"
"FA023389","PS0129","12","548","575.4"
"FA022664","PS0108","18","2728","3000.8"
"FA008190","PS0156","14","1047","1151.7"
"FA012759","PS0121","6","4246","4458.3"
"FA025050","PS0009","2","1132","1358.4"
"FA023083","PS0038","4","3432","3432"
"FA015110","PS0187","14","3333","3499.65"
"FA021082","PS0191","18","1646","1728.3"
"FA019890","PS0167","14","2672","2805.6"
"FA020878","PS0057","19","2855","3140.5"
"FA013839","PS0051","3","1179","1414.8"
"FA025209","PS0121","20","4246","4458.3"
"FA023285","PS0080","13","2482","2482"
"FA010595","PS0002","11","1184","1302.4"
"FA000424","PS0138","16","2809","2949.45"
"FA014678","PS0153","1","4044","4448.4"
"FA005427","PS0132","7","3369","4042.8"
"FA016975","PS0140","4","4874","4874"
"FA016601","PS0130","14","2449","2693.9"
"FA024483","PS0107","10","2693","3231.6"
"FA023236","PS0002","18","1184","1302.4"
"FA019222","PS0025","14","4960","5208"
"FA017327","PS0079","2","1943","1943"
"FA013423","PS0097","19","3905","4686"
"FA017687","PS0192","3","3081","3389.1"
