"ID_REGLEMENT","DT_REGLEMENT","CD_TYPE_REGLEMENT"
"RGLT10977","2023-10-12","TR03"
"RGLT10978","2023-10-15","TR01"
"RGLT10979","2023-10-17","TR03"
"RGLT10980","2023-10-13","TR02"
"RGLT10981","2023-10-03","TR03"
"RGLT10982","2023-10-03","TR01"
"RGLT10983","2023-10-06","TR03"
"RGLT10984","2023-09-23","TR02"
"RGLT10985","2023-10-18","TR01"
"RGLT10986","2023-10-03","TR02"
"RGLT10987","2023-09-18","TR03"
"RGLT10988","2023-09-24","TR02"
"RGLT10989","2023-09-30","TR03"
"RGLT10990","2023-09-28","TR03"
"RGLT10991","2023-09-26","TR01"
"RGLT10992","2023-09-29","TR03"
"RGLT10993","2023-09-29","TR01"
"RGLT10994","2023-09-24","TR01"
"RGLT10995","2023-09-26","TR03"
"RGLT10996","2023-10-01","TR01"
"RGLT10997","2023-09-29","TR01"
"RGLT10998","2023-10-08","TR01"
"RGLT10999","2023-10-06","TR03"
"RGLT11000","2023-10-09","TR03"
"RGLT11001","2023-10-02","TR02"
"RGLT11002","2023-10-04","TR03"
"RGLT11003","2023-10-13","TR03"
"RGLT11004","2023-09-26","TR01"
"RGLT11005","2023-10-14","TR01"
"RGLT11006","2023-09-23","TR03"
"RGLT11007","2023-10-07","TR01"
"RGLT11008","2023-10-04","TR03"
"RGLT11009","2023-10-17","TR02"
"RGLT11010","2023-09-18","TR02"
"RGLT11011","2023-09-23","TR02"
"RGLT11012","2023-10-13","TR02"
"RGLT11013","2023-09-24","TR01"
"RGLT11014","2023-10-12","TR03"
"RGLT11015","2023-09-24","TR03"
"RGLT11016","2023-09-22","TR02"
"RGLT11017","2023-10-13","TR03"
"RGLT11018","2023-09-24","TR03"
"RGLT11019","2023-09-21","TR01"
"RGLT11020","2023-09-30","TR03"
"RGLT11021","2023-10-09","TR02"
"RGLT11022","2023-09-20","TR02"
"RGLT11023","2023-10-16","TR01"
"RGLT11024","2023-10-09","TR02"
"RGLT11025","2023-10-03","TR03"
"RGLT11026","2023-09-26","TR01"
"RGLT11027","2023-09-20","TR01"
"RGLT11028","2023-09-21","TR03"
"RGLT11029","2023-09-25","TR03"
"RGLT11030","2023-10-11","TR02"
"RGLT11031","2023-09-21","TR03"
"RGLT11032","2023-10-14","TR01"
"RGLT11033","2023-10-15","TR03"
"RGLT11034","2023-09-29","TR02"
"RGLT11035","2023-09-19","TR03"
"RGLT11036","2023-09-30","TR02"
"RGLT11037","2023-10-12","TR01"
"RGLT11038","2023-10-09","TR01"
"RGLT11039","2023-09-28","TR01"
"RGLT11040","2023-10-13","TR02"
"RGLT11041","2023-09-28","TR03"
"RGLT11042","2023-09-19","TR03"
"RGLT11043","2023-09-19","TR02"
"RGLT11044","2023-09-24","TR02"
"RGLT11045","2023-10-10","TR03"
"RGLT11046","2023-10-01","TR03"
"RGLT11047","2023-09-29","TR03"
"RGLT11048","2023-09-21","TR01"
"RGLT11049","2023-10-11","TR03"
"RGLT11050","2023-09-19","TR01"
"RGLT11051","2023-10-18","TR02"
"RGLT11052","2023-09-24","TR01"
"RGLT11053","2023-10-03","TR02"
"RGLT11054","2023-09-25","TR02"
"RGLT11055","2023-09-23","TR03"
"RGLT11056","2023-09-28","TR03"
"RGLT11057","2023-10-01","TR03"
"RGLT11058","2023-10-07","TR01"
"RGLT11059","2023-10-08","TR02"
"RGLT11060","2023-09-19","TR03"
"RGLT11061","2023-10-05","TR03"
"RGLT11062","2023-10-19","TR03"
"RGLT11063","2023-09-26","TR03"
"RGLT11064","2023-09-25","TR01"
"RGLT11065","2023-09-20","TR03"
"RGLT11066","2023-10-19","TR02"
"RGLT11067","2023-10-14","TR02"
"RGLT11068","2023-10-18","TR01"
"RGLT11069","2023-10-19","TR02"
"RGLT11070","2023-10-16","TR02"
"RGLT11071","2023-09-28","TR03"
"RGLT11072","2023-09-26","TR02"
"RGLT11073","2023-09-21","TR03"
"RGLT11074","2023-10-18","TR01"
"RGLT11075","2023-10-18","TR02"
"RGLT11076","2023-10-08","TR03"
"RGLT11077","2023-10-01","TR02"
"RGLT11078","2023-10-09","TR02"
"RGLT11079","2023-10-13","TR01"
"RGLT11080","2023-10-19","TR02"
"RGLT11081","2023-09-25","TR03"
"RGLT11082","2023-09-25","TR02"
"RGLT11083","2023-10-02","TR01"
"RGLT11084","2023-09-21","TR03"
"RGLT11085","2023-10-17","TR03"
"RGLT11086","2023-10-19","TR02"
"RGLT11087","2023-10-17","TR03"
"RGLT11088","2023-10-14","TR03"
"RGLT11089","2023-10-05","TR01"
"RGLT11090","2023-10-19","TR02"
"RGLT11091","2023-10-10","TR01"
"RGLT11092","2023-09-23","TR03"
"RGLT11093","2023-10-04","TR01"
"RGLT11094","2023-10-08","TR01"
"RGLT11095","2023-10-08","TR02"
"RGLT11096","2023-10-05","TR01"
"RGLT11097","2023-10-18","TR02"
"RGLT11098","2023-10-08","TR02"
"RGLT11099","2023-09-27","TR02"
"RGLT11100","2023-09-24","TR03"
"RGLT11101","2023-10-17","TR02"
"RGLT11102","2023-10-03","TR01"
"RGLT11103","2023-10-03","TR01"
"RGLT11104","2023-10-14","TR02"
"RGLT11105","2023-10-03","TR02"
"RGLT11106","2023-10-05","TR01"
"RGLT11107","2023-09-24","TR03"
"RGLT11108","2023-10-13","TR02"
"RGLT11109","2023-10-08","TR02"
"RGLT11110","2023-10-07","TR01"
"RGLT11111","2023-10-19","TR02"
"RGLT11112","2023-09-22","TR01"
"RGLT11113","2023-09-24","TR01"
"RGLT11114","2023-09-21","TR01"
"RGLT11115","2023-10-10","TR02"
"RGLT11116","2023-09-22","TR03"
"RGLT11117","2023-10-04","TR03"
"RGLT11118","2023-09-27","TR02"
"RGLT11119","2023-10-11","TR01"
"RGLT11120","2023-10-20","TR01"
"RGLT11121","2023-10-02","TR01"
"RGLT11122","2023-10-04","TR02"
"RGLT11123","2023-09-24","TR01"
"RGLT11124","2023-10-19","TR03"
"RGLT11125","2023-09-27","TR01"
"RGLT11126","2023-10-09","TR01"
"RGLT11127","2023-09-28","TR03"
"RGLT11128","2023-09-26","TR01"
"RGLT11129","2023-10-18","TR02"
"RGLT11130","2023-10-18","TR03"
"RGLT11131","2023-09-25","TR02"
"RGLT11132","2023-09-25","TR02"
"RGLT11133","2023-10-05","TR01"
"RGLT11134","2023-10-01","TR03"
"RGLT11135","2023-10-08","TR01"
"RGLT11136","2023-10-09","TR03"
"RGLT11137","2023-09-29","TR03"
"RGLT11138","2023-10-15","TR03"
"RGLT11139","2023-09-24","TR02"
"RGLT11140","2023-09-28","TR03"
"RGLT11141","2023-10-08","TR01"
"RGLT11142","2023-10-19","TR02"
"RGLT11143","2023-10-08","TR02"
"RGLT11144","2023-09-22","TR03"
"RGLT11145","2023-10-08","TR01"
"RGLT11146","2023-10-06","TR01"
"RGLT11147","2023-09-27","TR03"
"RGLT11148","2023-10-13","TR01"
"RGLT11149","2023-09-27","TR03"
"RGLT11150","2023-10-07","TR02"
"RGLT11151","2023-10-03","TR01"
"RGLT11152","2023-10-11","TR03"
"RGLT11153","2023-10-08","TR01"
"RGLT11154","2023-10-05","TR03"
"RGLT11155","2023-10-18","TR03"
"RGLT11156","2023-10-04","TR02"
"RGLT11157","2023-10-02","TR03"
"RGLT11158","2023-09-25","TR01"
"RGLT11159","2023-10-05","TR01"
"RGLT11160","2023-09-26","TR01"
"RGLT11161","2023-10-06","TR01"
"RGLT11162","2023-10-19","TR01"
"RGLT11163","2023-10-21","TR01"
"RGLT11164","2023-10-15","TR01"
"RGLT11165","2023-09-21","TR01"
"RGLT11166","2023-10-02","TR02"
"RGLT11167","2023-10-11","TR01"
"RGLT11168","2023-10-11","TR01"
"RGLT11169","2023-10-15","TR02"
"RGLT11170","2023-10-15","TR03"
"RGLT11171","2023-10-08","TR02"
"RGLT11172","2023-09-28","TR02"
"RGLT11173","2023-10-08","TR01"
"RGLT11174","2023-10-09","TR02"
"RGLT11175","2023-10-06","TR03"
"RGLT11176","2023-10-13","TR03"
"RGLT11177","2023-09-29","TR02"
"RGLT11178","2023-10-01","TR03"
"RGLT11179","2023-10-03","TR01"
"RGLT11180","2023-10-11","TR01"
"RGLT11181","2023-10-09","TR03"
"RGLT11182","2023-10-19","TR01"
"RGLT11183","2023-10-14","TR01"
"RGLT11184","2023-10-11","TR01"
"RGLT11185","2023-10-15","TR02"
"RGLT11186","2023-09-27","TR02"
"RGLT11187","2023-10-12","TR02"
"RGLT11188","2023-09-28","TR01"
"RGLT11189","2023-09-29","TR02"
"RGLT11190","2023-10-22","TR01"
"RGLT11191","2023-10-20","TR01"
"RGLT11192","2023-09-27","TR02"
"RGLT11193","2023-10-06","TR02"
"RGLT11194","2023-10-11","TR02"
"RGLT11195","2023-10-18","TR01"
"RGLT11196","2023-09-28","TR01"
"RGLT11197","2023-10-19","TR01"
"RGLT11198","2023-09-23","TR02"
"RGLT11199","2023-10-11","TR01"
"RGLT11200","2023-10-06","TR03"
"RGLT11201","2023-10-17","TR03"
"RGLT11202","2023-10-01","TR03"
"RGLT11203","2023-09-22","TR03"
"RGLT11204","2023-10-01","TR02"
"RGLT11205","2023-10-20","TR01"
"RGLT11206","2023-09-24","TR01"
"RGLT11207","2023-10-04","TR03"
"RGLT11208","2023-10-15","TR02"
"RGLT11209","2023-09-30","TR03"
"RGLT11210","2023-10-02","TR01"
"RGLT11211","2023-09-25","TR02"
"RGLT11212","2023-09-28","TR03"
"RGLT11213","2023-10-02","TR02"
"RGLT11214","2023-10-10","TR03"
"RGLT11215","2023-10-07","TR02"
"RGLT11216","2023-10-10","TR02"
"RGLT11217","2023-10-11","TR03"
"RGLT11218","2023-10-11","TR02"
"RGLT11219","2023-10-02","TR01"
"RGLT11220","2023-10-09","TR03"
"RGLT11221","2023-10-10","TR02"
"RGLT11222","2023-09-27","TR03"
"RGLT11223","2023-10-04","TR02"
"RGLT11224","2023-10-18","TR01"
"RGLT11225","2023-10-03","TR02"
"RGLT11226","2023-09-23","TR03"
"RGLT11227","2023-10-20","TR02"
"RGLT11228","2023-10-14","TR02"
"RGLT11229","2023-10-11","TR03"
"RGLT11230","2023-10-06","TR02"
"RGLT11231","2023-10-08","TR02"
"RGLT11232","2023-10-15","TR03"
"RGLT11233","2023-09-24","TR01"
"RGLT11234","2023-10-01","TR03"
"RGLT11235","2023-10-12","TR02"
"RGLT11236","2023-09-26","TR01"
"RGLT11237","2023-10-23","TR02"
"RGLT11238","2023-10-16","TR03"
"RGLT11239","2023-10-04","TR01"
"RGLT11240","2023-10-03","TR01"
"RGLT11241","2023-10-13","TR03"
"RGLT11242","2023-10-08","TR03"
"RGLT11243","2023-10-04","TR01"
"RGLT11244","2023-10-02","TR03"
"RGLT11245","2023-10-17","TR01"
"RGLT11246","2023-10-06","TR03"
"RGLT11247","2023-10-03","TR02"
"RGLT11248","2023-10-04","TR01"
"RGLT11249","2023-10-06","TR02"
"RGLT11250","2023-10-15","TR01"
"RGLT11251","2023-09-27","TR03"
"RGLT11252","2023-10-09","TR03"
"RGLT11253","2023-09-30","TR03"
"RGLT11254","2023-10-06","TR01"
"RGLT11255","2023-10-21","TR03"
"RGLT11256","2023-09-26","TR01"
"RGLT11257","2023-10-18","TR02"
"RGLT11258","2023-10-20","TR03"
"RGLT11259","2023-10-17","TR03"
"RGLT11260","2023-10-18","TR01"
"RGLT11261","2023-10-19","TR01"
"RGLT11262","2023-10-13","TR01"
"RGLT11263","2023-10-08","TR02"
"RGLT11264","2023-10-17","TR03"
"RGLT11265","2023-10-01","TR01"
"RGLT11266","2023-10-05","TR01"
"RGLT11267","2023-10-16","TR01"
"RGLT11268","2023-09-25","TR02"
"RGLT11269","2023-09-23","TR03"
"RGLT11270","2023-09-27","TR03"
"RGLT11271","2023-10-04","TR01"
"RGLT11272","2023-10-23","TR01"
"RGLT11273","2023-10-06","TR02"
"RGLT11274","2023-10-23","TR03"
"RGLT11275","2023-09-27","TR01"
"RGLT11276","2023-10-15","TR03"
"RGLT11277","2023-10-10","TR03"
"RGLT11278","2023-10-12","TR02"
"RGLT11279","2023-09-28","TR01"
"RGLT11280","2023-10-01","TR01"
"RGLT11281","2023-10-14","TR01"
"RGLT11282","2023-10-01","TR01"
"RGLT11283","2023-10-06","TR02"
"RGLT11284","2023-10-19","TR01"
"RGLT11285","2023-10-06","TR02"
"RGLT11286","2023-10-15","TR01"
"RGLT11287","2023-09-24","TR02"
"RGLT11288","2023-09-27","TR02"
"RGLT11289","2023-10-06","TR03"
"RGLT11290","2023-10-05","TR03"
"RGLT11291","2023-10-15","TR03"
"RGLT11292","2023-10-06","TR02"
"RGLT11293","2023-10-01","TR01"
"RGLT11294","2023-10-07","TR02"
"RGLT11295","2023-10-04","TR01"
"RGLT11296","2023-10-22","TR03"
"RGLT11297","2023-09-24","TR01"
"RGLT11298","2023-10-24","TR01"
"RGLT11299","2023-10-11","TR01"
"RGLT11300","2023-10-02","TR01"
"RGLT11301","2023-10-09","TR01"
"RGLT11302","2023-10-05","TR02"
"RGLT11303","2023-10-24","TR01"
"RGLT11304","2023-10-22","TR02"
"RGLT11305","2023-09-29","TR02"
"RGLT11306","2023-10-09","TR01"
"RGLT11307","2023-09-28","TR03"
"RGLT11308","2023-10-23","TR03"
"RGLT11309","2023-09-26","TR01"
"RGLT11310","2023-09-28","TR02"
"RGLT11311","2023-10-21","TR02"
"RGLT11312","2023-09-24","TR02"
"RGLT11313","2023-09-24","TR02"
"RGLT11314","2023-09-24","TR01"
"RGLT11315","2023-10-17","TR03"
"RGLT11316","2023-09-26","TR03"
"RGLT11317","2023-10-04","TR01"
"RGLT11318","2023-10-12","TR02"
"RGLT11319","2023-10-09","TR01"
"RGLT11320","2023-10-04","TR01"
"RGLT11321","2023-10-13","TR03"
"RGLT11322","2023-10-18","TR02"
"RGLT11323","2023-10-16","TR03"
"RGLT11324","2023-10-09","TR02"
"RGLT11325","2023-10-22","TR03"
"RGLT11326","2023-09-28","TR01"
"RGLT11327","2023-10-10","TR01"
"RGLT11328","2023-09-26","TR02"
"RGLT11329","2023-10-17","TR02"
"RGLT11330","2023-10-10","TR02"
"RGLT11331","2023-10-23","TR03"
"RGLT11332","2023-10-02","TR03"
"RGLT11333","2023-10-14","TR01"
"RGLT11334","2023-10-10","TR03"
"RGLT11335","2023-10-05","TR02"
"RGLT11336","2023-10-01","TR01"
"RGLT11337","2023-10-01","TR03"
"RGLT11338","2023-09-27","TR02"
"RGLT11339","2023-10-11","TR03"
"RGLT11340","2023-10-12","TR01"
"RGLT11341","2023-10-06","TR02"
"RGLT11342","2023-10-05","TR02"
"RGLT11343","2023-10-22","TR03"
"RGLT11344","2023-10-15","TR01"
"RGLT11345","2023-10-18","TR02"
"RGLT11346","2023-09-28","TR01"
"RGLT11347","2023-10-02","TR02"
"RGLT11348","2023-10-17","TR02"
"RGLT11349","2023-10-20","TR03"
"RGLT11350","2023-10-08","TR02"
"RGLT11351","2023-10-17","TR03"
"RGLT11352","2023-10-03","TR02"
"RGLT11353","2023-10-01","TR03"
"RGLT11354","2023-10-03","TR03"
"RGLT11355","2023-10-20","TR03"
"RGLT11356","2023-10-15","TR02"
"RGLT11357","2023-10-24","TR03"
"RGLT11358","2023-10-07","TR03"
"RGLT11359","2023-10-05","TR01"
"RGLT11360","2023-09-25","TR01"
"RGLT11361","2023-10-22","TR02"
"RGLT11362","2023-10-20","TR02"
"RGLT11363","2023-10-21","TR01"
"RGLT11364","2023-10-05","TR01"
"RGLT11365","2023-10-26","TR01"
"RGLT11366","2023-10-15","TR02"
"RGLT11367","2023-10-06","TR03"
"RGLT11368","2023-10-24","TR03"
"RGLT11369","2023-10-25","TR03"
"RGLT11370","2023-10-11","TR02"
"RGLT11371","2023-10-14","TR03"
"RGLT11372","2023-10-13","TR03"
"RGLT11373","2023-10-04","TR03"
"RGLT11374","2023-10-16","TR01"
"RGLT11375","2023-10-15","TR03"
"RGLT11376","2023-10-03","TR03"
"RGLT11377","2023-09-28","TR01"
"RGLT11378","2023-10-05","TR01"
"RGLT11379","2023-09-29","TR03"
"RGLT11380","2023-09-30","TR02"
"RGLT11381","2023-10-07","TR02"
"RGLT11382","2023-10-07","TR02"
"RGLT11383","2023-09-30","TR01"
"RGLT11384","2023-10-07","TR01"
"RGLT11385","2023-10-07","TR02"
"RGLT11386","2023-10-24","TR02"
"RGLT11387","2023-09-29","TR02"
"RGLT11388","2023-09-26","TR03"
"RGLT11389","2023-10-02","TR01"
"RGLT11390","2023-09-30","TR02"
"RGLT11391","2023-10-05","TR02"
"RGLT11392","2023-10-07","TR03"
"RGLT11393","2023-10-04","TR03"
"RGLT11394","2023-10-14","TR03"
"RGLT11395","2023-09-30","TR03"
"RGLT11396","2023-10-09","TR03"
"RGLT11397","2023-10-06","TR01"
"RGLT11398","2023-10-11","TR01"
"RGLT11399","2023-10-26","TR02"
"RGLT11400","2023-10-13","TR01"
"RGLT11401","2023-10-09","TR03"
"RGLT11402","2023-09-27","TR03"
"RGLT11403","2023-10-18","TR01"
"RGLT11404","2023-10-03","TR01"
"RGLT11405","2023-09-30","TR01"
"RGLT11406","2023-10-12","TR01"
"RGLT11407","2023-09-28","TR02"
"RGLT11408","2023-09-29","TR01"
"RGLT11409","2023-10-19","TR01"
"RGLT11410","2023-10-10","TR02"
"RGLT11411","2023-09-29","TR01"
"RGLT11412","2023-10-23","TR03"
"RGLT11413","2023-10-01","TR02"
"RGLT11414","2023-10-22","TR01"
"RGLT11415","2023-09-26","TR01"
"RGLT11416","2023-10-10","TR02"
"RGLT11417","2023-10-14","TR03"
"RGLT11418","2023-09-26","TR03"
"RGLT11419","2023-10-09","TR02"
"RGLT11420","2023-10-23","TR01"
"RGLT11421","2023-09-27","TR02"
"RGLT11422","2023-10-24","TR03"
"RGLT11423","2023-10-20","TR01"
"RGLT11424","2023-10-27","TR01"
"RGLT11425","2023-10-07","TR03"
"RGLT11426","2023-10-15","TR03"
"RGLT11427","2023-09-30","TR01"
"RGLT11428","2023-10-24","TR01"
"RGLT11429","2023-10-08","TR01"
"RGLT11430","2023-10-11","TR01"
"RGLT11431","2023-10-15","TR01"
"RGLT11432","2023-10-06","TR03"
"RGLT11433","2023-10-06","TR03"
"RGLT11434","2023-09-27","TR02"
"RGLT11435","2023-10-23","TR03"
"RGLT11436","2023-10-15","TR01"
"RGLT11437","2023-09-28","TR01"
"RGLT11438","2023-10-04","TR03"
"RGLT11439","2023-10-12","TR01"
"RGLT11440","2023-10-20","TR03"
"RGLT11441","2023-10-19","TR02"
"RGLT11442","2023-10-15","TR01"
"RGLT11443","2023-10-18","TR01"
"RGLT11444","2023-10-27","TR02"
"RGLT11445","2023-10-13","TR03"
"RGLT11446","2023-10-08","TR03"
"RGLT11447","2023-09-29","TR01"
"RGLT11448","2023-10-17","TR02"
"RGLT11449","2023-10-09","TR01"
"RGLT11450","2023-10-07","TR01"
"RGLT11451","2023-10-24","TR01"
"RGLT11452","2023-10-26","TR02"
"RGLT11453","2023-10-21","TR03"
"RGLT11454","2023-09-27","TR01"
"RGLT11455","2023-10-25","TR01"
"RGLT11456","2023-10-23","TR02"
"RGLT11457","2023-10-09","TR02"
"RGLT11458","2023-10-07","TR01"
"RGLT11459","2023-10-13","TR01"
"RGLT11460","2023-10-08","TR02"
"RGLT11461","2023-10-23","TR02"
"RGLT11462","2023-10-15","TR03"
"RGLT11463","2023-10-13","TR03"
"RGLT11464","2023-10-01","TR02"
"RGLT11465","2023-10-05","TR01"
"RGLT11466","2023-10-01","TR01"
"RGLT11467","2023-10-06","TR01"
"RGLT11468","2023-09-29","TR02"
"RGLT11469","2023-10-16","TR02"
"RGLT11470","2023-10-16","TR01"
"RGLT11471","2023-10-26","TR01"
"RGLT11472","2023-10-08","TR01"
"RGLT11473","2023-09-28","TR01"
"RGLT11474","2023-10-18","TR02"
"RGLT11475","2023-10-03","TR02"
"RGLT11476","2023-10-24","TR02"
"RGLT11477","2023-10-21","TR01"
"RGLT11478","2023-10-13","TR01"
"RGLT11479","2023-10-02","TR03"
"RGLT11480","2023-10-28","TR01"
"RGLT11481","2023-10-01","TR03"
"RGLT11482","2023-10-07","TR03"
"RGLT11483","2023-09-28","TR03"
"RGLT11484","2023-10-16","TR01"
"RGLT11485","2023-09-30","TR01"
"RGLT11486","2023-10-02","TR01"
"RGLT11487","2023-10-24","TR03"
"RGLT11488","2023-09-28","TR01"
"RGLT11489","2023-10-14","TR01"
"RGLT11490","2023-10-16","TR02"
"RGLT11491","2023-10-21","TR03"
"RGLT11492","2023-10-12","TR02"
"RGLT11493","2023-10-06","TR03"
"RGLT11494","2023-10-08","TR01"
"RGLT11495","2023-10-27","TR01"
"RGLT11496","2023-10-25","TR03"
"RGLT11497","2023-10-20","TR02"
"RGLT11498","2023-10-13","TR01"
"RGLT11499","2023-10-13","TR03"
"RGLT11500","2023-10-17","TR01"
"RGLT11501","2023-10-03","TR01"
"RGLT11502","2023-10-22","TR03"
"RGLT11503","2023-10-24","TR02"
"RGLT11504","2023-10-27","TR02"
"RGLT11505","2023-10-05","TR02"
"RGLT11506","2023-10-14","TR02"
"RGLT11507","2023-09-30","TR03"
"RGLT11508","2023-10-22","TR01"
"RGLT11509","2023-10-22","TR03"
"RGLT11510","2023-10-05","TR01"
"RGLT11511","2023-10-13","TR01"
"RGLT11512","2023-10-24","TR01"
"RGLT11513","2023-10-24","TR03"
"RGLT11514","2023-10-19","TR03"
"RGLT11515","2023-10-02","TR02"
"RGLT11516","2023-10-18","TR01"
"RGLT11517","2023-10-19","TR02"
"RGLT11518","2023-10-17","TR01"
"RGLT11519","2023-10-06","TR01"
"RGLT11520","2023-09-29","TR03"
"RGLT11521","2023-10-28","TR02"
"RGLT11522","2023-10-23","TR02"
"RGLT11523","2023-10-01","TR01"
"RGLT11524","2023-10-23","TR03"
"RGLT11525","2023-10-05","TR01"
"RGLT11526","2023-10-20","TR02"
"RGLT11527","2023-10-21","TR02"
"RGLT11528","2023-10-24","TR01"
"RGLT11529","2023-10-06","TR02"
"RGLT11530","2023-10-16","TR03"
"RGLT11531","2023-10-22","TR01"
"RGLT11532","2023-10-01","TR03"
"RGLT11533","2023-10-29","TR02"
"RGLT11534","2023-10-22","TR02"
"RGLT11535","2023-10-21","TR01"
"RGLT11536","2023-10-19","TR01"
"RGLT11537","2023-10-08","TR01"
"RGLT11538","2023-09-30","TR01"
"RGLT11539","2023-10-12","TR01"
"RGLT11540","2023-10-23","TR02"
"RGLT11541","2023-09-29","TR03"
"RGLT11542","2023-10-24","TR03"
"RGLT11543","2023-10-08","TR03"
"RGLT11544","2023-10-20","TR03"
"RGLT11545","2023-10-07","TR03"
"RGLT11546","2023-10-22","TR03"
"RGLT11547","2023-10-20","TR02"
"RGLT11548","2023-10-16","TR03"
"RGLT11549","2023-10-08","TR03"
"RGLT11550","2023-10-16","TR02"
"RGLT11551","2023-10-28","TR03"
"RGLT11552","2023-10-11","TR01"
"RGLT11553","2023-10-04","TR03"
"RGLT11554","2023-10-06","TR02"
"RGLT11555","2023-10-24","TR03"
"RGLT11556","2023-10-21","TR03"
"RGLT11557","2023-10-13","TR01"
"RGLT11558","2023-10-18","TR01"
"RGLT11559","2023-10-16","TR03"
"RGLT11560","2023-10-28","TR03"
"RGLT11561","2023-10-26","TR01"
"RGLT11562","2023-10-13","TR01"
"RGLT11563","2023-10-17","TR01"
"RGLT11564","2023-10-24","TR03"
"RGLT11565","2023-10-05","TR01"
"RGLT11566","2023-10-25","TR01"
"RGLT11567","2023-10-10","TR03"
"RGLT11568","2023-10-13","TR03"
"RGLT11569","2023-10-06","TR02"
"RGLT11570","2023-10-16","TR02"
"RGLT11571","2023-10-18","TR02"
"RGLT11572","2023-10-09","TR01"
"RGLT11573","2023-10-01","TR02"
"RGLT11574","2023-10-07","TR02"
"RGLT11575","2023-10-27","TR01"
"RGLT11576","2023-10-17","TR02"
"RGLT11577","2023-10-04","TR03"
"RGLT11578","2023-10-09","TR02"
"RGLT11579","2023-10-04","TR02"
"RGLT11580","2023-10-25","TR02"
"RGLT11581","2023-10-03","TR03"
"RGLT11582","2023-10-24","TR03"
"RGLT11583","2023-10-06","TR01"
"RGLT11584","2023-10-23","TR02"
"RGLT11585","2023-10-10","TR03"
"RGLT11586","2023-10-07","TR03"
"RGLT11587","2023-10-12","TR01"
"RGLT11588","2023-10-27","TR01"
"RGLT11589","2023-10-20","TR03"
"RGLT11590","2023-10-22","TR01"
"RGLT11591","2023-10-15","TR02"
"RGLT11592","2023-10-13","TR03"
"RGLT11593","2023-10-10","TR01"
"RGLT11594","2023-10-22","TR02"
"RGLT11595","2023-10-16","TR03"
"RGLT11596","2023-10-13","TR03"
"RGLT11597","2023-10-14","TR01"
"RGLT11598","2023-10-27","TR02"
"RGLT11599","2023-10-16","TR01"
"RGLT11600","2023-10-01","TR01"
"RGLT11601","2023-10-23","TR01"
"RGLT11602","2023-10-22","TR01"
"RGLT11603","2023-10-05","TR02"
"RGLT11604","2023-10-03","TR02"
"RGLT11605","2023-10-31","TR03"
"RGLT11606","2023-10-06","TR01"
"RGLT11607","2023-10-14","TR03"
"RGLT11608","2023-10-05","TR01"
"RGLT11609","2023-10-20","TR02"
"RGLT11610","2023-10-30","TR01"
"RGLT11611","2023-10-18","TR03"
"RGLT11612","2023-10-16","TR03"
"RGLT11613","2023-10-20","TR01"
"RGLT11614","2023-10-01","TR03"
"RGLT11615","2023-10-14","TR02"
"RGLT11616","2023-10-11","TR03"
"RGLT11617","2023-10-24","TR03"
"RGLT11618","2023-10-10","TR03"
"RGLT11619","2023-10-10","TR03"
"RGLT11620","2023-10-08","TR01"
"RGLT11621","2023-10-03","TR02"
"RGLT11622","2023-10-14","TR01"
"RGLT11623","2023-10-19","TR03"
"RGLT11624","2023-10-23","TR02"
"RGLT11625","2023-11-01","TR03"
"RGLT11626","2023-10-27","TR03"
"RGLT11627","2023-10-10","TR02"
"RGLT11628","2023-10-29","TR01"
"RGLT11629","2023-10-15","TR01"
"RGLT11630","2023-10-28","TR01"
"RGLT11631","2023-10-12","TR01"
"RGLT11632","2023-10-23","TR02"
"RGLT11633","2023-10-31","TR03"
"RGLT11634","2023-10-30","TR01"
"RGLT11635","2023-10-05","TR01"
"RGLT11636","2023-10-11","TR01"
"RGLT11637","2023-10-06","TR01"
"RGLT11638","2023-10-19","TR01"
"RGLT11639","2023-10-30","TR02"
"RGLT11640","2023-10-18","TR01"
"RGLT11641","2023-10-23","TR03"
"RGLT11642","2023-10-11","TR03"
"RGLT11643","2023-10-25","TR02"
"RGLT11644","2023-10-24","TR03"
"RGLT11645","2023-10-28","TR03"
"RGLT11646","2023-10-26","TR02"
"RGLT11647","2023-10-22","TR02"
"RGLT11648","2023-10-12","TR01"
"RGLT11649","2023-10-12","TR03"
"RGLT11650","2023-10-17","TR01"
"RGLT11651","2023-10-11","TR02"
"RGLT11652","2023-10-24","TR02"
"RGLT11653","2023-10-13","TR01"
"RGLT11654","2023-10-28","TR03"
"RGLT11655","2023-10-10","TR03"
"RGLT11656","2023-10-28","TR01"
"RGLT11657","2023-10-26","TR03"
"RGLT11658","2023-10-06","TR03"
"RGLT11659","2023-10-08","TR02"
"RGLT11660","2023-10-29","TR02"
"RGLT11661","2023-10-24","TR01"
"RGLT11662","2023-10-07","TR03"
"RGLT11663","2023-10-12","TR02"
"RGLT11664","2023-10-06","TR01"
"RGLT11665","2023-10-14","TR02"
"RGLT11666","2023-10-21","TR01"
"RGLT11667","2023-10-04","TR02"
"RGLT11668","2023-10-24","TR01"
"RGLT11669","2023-10-20","TR01"
"RGLT11670","2023-10-29","TR02"
"RGLT11671","2023-10-23","TR01"
"RGLT11672","2023-10-29","TR01"
"RGLT11673","2023-10-15","TR01"
"RGLT11674","2023-10-28","TR03"
